runId;iteration;vehicles;totalDistance;totalEmptyDistance;emptyRatio;totalPassengerDistanceTraveled;averageDrivenDistance;averageEmptyDistance;averagePassengerDistanceTraveled;d_p/d_t;l_det;minShareIdleVehicles;minCountIdleVehicles
NA;0;250;38833917.64;2172230.56;0.06;85031620.19;155335.67;8688.92;340126.48;2.19;0.79;0.28;69.91
