runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m
NA;0;2172230.56;11336779.99;11004325.47;8010756.47;4269617.08;1665796.88;374411.19
