"matrix_name","consistency_ratio"
"CWPC_criteria",0.0158751943268873
"avg_wait",0.0544928412258343
"p95_wait",0.0198802189826342
"total_travel_time",0.00593540281170364
"reliability",1.12143739861127e-16
"idle_vehicle_share",0.22695550182168
"environmental_efficiency",0.0302087109186783
