departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
18120.0;additional_1989;taxi245;6506;453546.6;5737484.4;4520;452806.81;5734626.91;136.0;19139.0;883.0;7077.88;4748.44;-2;19320;19911
18143.0;additional_407;taxi149;7625;452141.67;5734341.87;4148;453007.26;5735543.34;76.0;18482.0;263.0;2889.83;2889.83;-2;19343;19737.5
18157.0;additional_1689;taxi216;8030;455810.04;5738005.59;1866;452948.91;5734983.34;84.0;20055.0;1814.0;14635.75;5560.65;-2.04;19357;20000.5
18187.0;additional_155;taxi89;3218;453445.34;5732226.49;6408;452979.48;5735316.56;94.0;19788.0;1507.0;12461.97;4172.46;-2;19387;19828
18200.0;additional_2151;taxi142;1789;456358.03;5731620.64;566;454101.01;5735442.67;83.0;19882.0;1599.0;15068.45;5811.16;-2.11;19400;20066
18225.0;additional_1167;taxi142;9702;454472.56;5730265.64;8000;454913.51;5734112.16;615.0;19435.0;595.0;7226.92;5633.03;-2;19425;19941
18259.0;additional_622;taxi245;9091;453470.54;5736686.01;8612;455337.36;5735122.59;190.0;19595.0;1146.0;10237.87;4007.47;-2;19459;19987
18289.0;additional_2169;taxi245;4908;454127.71;5736141.66;5306;455585.56;5734314.46;611.0;19783.0;883.0;8577.08;3199.6;-2;19489;19891
18306.0;additional_1008;taxi142;7245;454251.49;5731732.38;9768;454729.28;5734278.69;910.0;19552.0;336.0;4507.98;4206.59;-2;19506;19858.5
18317.0;additional_133;taxi245;8882;454163.99;5736928.46;6082;454401.45;5734350.34;410.0;19410.0;683.0;7518.12;4270.7;-2;19517;20018
18322.0;additional_520;taxi142;8285;456153.25;5732205.28;6009;453687.09;5735042.3;148.0;20019.0;1549.0;14605.06;4908.91;-2;19522;20069.5
