RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;729.0;728.0;1.0
drt_1952;609.0;609.0;0.0
drt_1951;1029.0;1029.0;0.0
drt_1950;285.0;287.0;-2.0
drt_1949;488.0;488.0;0.0
drt_1948;887.0;443.0;444.0
drt_1947;943.0;943.0;0.0
drt_1946;1179.0;1173.0;6.0
drt_1945;396.0;396.0;0.0
drt_1944;595.0;595.0;0.0
drt_1943;884.0;878.0;6.0
drt_1942;401.0;401.0;0.0
drt_1941;378.0;380.0;-2.0
drt_1940;889.0;889.0;0.0
drt_1939;366.0;366.0;0.0
drt_1938;486.0;486.0;0.0
drt_1937;325.0;325.0;0.0
drt_1936;164.0;164.0;0.0
drt_1935;395.0;395.0;0.0
drt_1934;989.0;989.0;0.0
drt_1933;1071.0;932.0;139.0
drt_1932;487.0;487.0;0.0
drt_1975;960.0;960.0;0.0
drt_1974;254.0;254.0;0.0
drt_1973;558.0;342.0;216.0
drt_1972;486.0;486.0;0.0
drt_1971;349.0;349.0;0.0
drt_1970;800.0;797.0;3.0
drt_1969;269.0;267.0;2.0
drt_1968;157.0;159.0;-2.0
drt_1967;670.0;503.0;167.0
drt_1966;1166.0;1166.0;0.0
drt_1965;488.0;488.0;0.0
drt_1964;899.0;899.0;0.0
drt_1963;513.0;513.0;0.0
drt_1962;685.0;573.0;112.0
drt_1961;469.0;468.0;1.0
drt_1960;1017.0;906.0;111.0
drt_1959;906.0;558.0;348.0
drt_1958;633.0;633.0;0.0
drt_1957;181.0;181.0;0.0
drt_1956;175.0;175.0;0.0
drt_1955;725.0;725.0;0.0
drt_1954;669.0;669.0;0.0
drt_4190;551.0;244.0;307.0
drt_4192;61.0;61.0;0.0
drt_4191;339.0;339.0;0.0
drt_4194;740.0;740.0;0.0
drt_4193;81.0;81.0;0.0
drt_4196;200.0;202.0;-2.0
drt_4195;257.0;257.0;0.0
drt_4198;185.0;185.0;0.0
drt_1909;953.0;936.0;17.0
drt_4197;135.0;135.0;0.0
drt_1908;1159.0;891.0;268.0
drt_1907;292.0;292.0;0.0
drt_4199;674.0;638.0;36.0
drt_205;263.0;263.0;0.0
drt_1906;1171.0;1171.0;0.0
drt_206;219.0;219.0;0.0
drt_1905;194.0;196.0;-2.0
drt_203;780.0;651.0;129.0
drt_1904;787.0;636.0;151.0
drt_204;82.0;82.0;0.0
drt_1903;688.0;688.0;0.0
drt_201;138.0;138.0;0.0
drt_1902;1133.0;1130.0;3.0
drt_202;220.0;220.0;0.0
drt_1901;1028.0;1028.0;0.0
drt_1900;1086.0;905.0;181.0
drt_200;776.0;645.0;131.0
drt_209;204.0;204.0;0.0
drt_207;226.0;226.0;0.0
drt_208;107.0;107.0;0.0
drt_216;854.0;481.0;373.0
drt_217;638.0;446.0;192.0
drt_214;834.0;834.0;0.0
drt_215;173.0;173.0;0.0
drt_212;125.0;125.0;0.0
drt_213;440.0;440.0;0.0
drt_210;922.0;793.0;129.0
drt_211;465.0;465.0;0.0
drt_1931;1156.0;1156.0;0.0
drt_1930;236.0;236.0;0.0
drt_218;413.0;413.0;0.0
drt_219;907.0;648.0;259.0
drt_4170;213.0;213.0;0.0
drt_4172;750.0;689.0;61.0
drt_220;898.0;402.0;496.0
drt_4171;881.0;570.0;311.0
drt_4174;759.0;759.0;0.0
drt_4173;344.0;344.0;0.0
drt_4176;304.0;304.0;0.0
drt_4175;228.0;228.0;0.0
drt_4178;155.0;155.0;0.0
drt_1929;576.0;233.0;343.0
drt_4177;184.0;186.0;-2.0
drt_227;198.0;198.0;0.0
drt_1928;425.0;425.0;0.0
drt_228;160.0;162.0;-2.0
drt_1927;665.0;665.0;0.0
drt_4179;757.0;535.0;222.0
drt_225;933.0;773.0;160.0
drt_1926;302.0;302.0;0.0
drt_226;120.0;120.0;0.0
drt_1925;577.0;482.0;95.0
drt_223;107.0;107.0;0.0
drt_1924;1173.0;1173.0;0.0
drt_224;694.0;534.0;160.0
drt_1923;296.0;298.0;-2.0
drt_221;85.0;85.0;0.0
drt_1922;210.0;210.0;0.0
drt_222;396.0;396.0;0.0
drt_1921;407.0;407.0;0.0
drt_1920;23.0;23.0;0.0
drt_229;735.0;375.0;360.0
drt_4181;409.0;408.0;1.0
drt_4180;510.0;445.0;65.0
drt_230;105.0;105.0;0.0
drt_4183;385.0;385.0;0.0
drt_231;73.0;73.0;0.0
drt_4182;638.0;603.0;35.0
drt_4185;425.0;425.0;0.0
drt_4184;519.0;326.0;193.0
drt_4187;406.0;406.0;0.0
drt_4186;1021.0;1021.0;0.0
drt_1919;23.0;23.0;0.0
drt_4189;187.0;189.0;-2.0
drt_1918;949.0;888.0;61.0
drt_4188;336.0;336.0;0.0
drt_238;507.0;226.0;281.0
drt_1917;632.0;632.0;0.0
drt_239;344.0;243.0;101.0
drt_1916;1136.0;1127.0;9.0
drt_236;206.0;206.0;0.0
drt_1915;661.0;658.0;3.0
drt_237;117.0;106.0;11.0
drt_1914;304.0;304.0;0.0
drt_234;430.0;362.0;68.0
drt_1913;495.0;495.0;0.0
drt_235;145.0;145.0;0.0
drt_1912;801.0;792.0;9.0
drt_232;477.0;477.0;0.0
drt_1911;664.0;661.0;3.0
drt_233;806.0;725.0;81.0
drt_1910;658.0;325.0;333.0
drt_4150;93.0;93.0;0.0
drt_5481;632.0;338.0;294.0
drt_5480;671.0;671.0;0.0
drt_4152;217.0;217.0;0.0
drt_5483;497.0;306.0;191.0
drt_4151;552.0;533.0;19.0
drt_5482;644.0;295.0;349.0
drt_4154;142.0;142.0;0.0
drt_5485;671.0;467.0;204.0
drt_4153;794.0;717.0;77.0
drt_5484;323.0;323.0;0.0
drt_4156;61.0;61.0;0.0
drt_5487;156.0;158.0;-2.0
drt_4155;597.0;597.0;0.0
drt_5486;327.0;128.0;199.0
drt_4158;610.0;610.0;0.0
drt_5489;153.0;142.0;11.0
drt_4157;1099.0;626.0;473.0
drt_5488;383.0;383.0;0.0
drt_4159;469.0;469.0;0.0
drt_5490;606.0;529.0;77.0
drt_4161;61.0;61.0;0.0
drt_5492;69.0;69.0;0.0
drt_4160;853.0;228.0;625.0
drt_5491;88.0;90.0;-2.0
drt_4163;360.0;360.0;0.0
drt_5494;112.0;112.0;0.0
drt_4162;453.0;453.0;0.0
drt_5493;104.0;104.0;0.0
drt_4165;237.0;237.0;0.0
drt_5496;186.0;186.0;0.0
drt_4164;547.0;547.0;0.0
drt_5495;612.0;191.0;421.0
drt_4167;607.0;607.0;0.0
drt_5498;183.0;183.0;0.0
