vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi79;153651.09;137825.52;15825.57;307179.62
taxi81;168285.76;151066.46;17219.3;289796.62
taxi80;118663.6;112279.45;6384.16;215761.57
taxi83;180881.06;167475.47;13405.59;382476.6
taxi82;170305.57;165591.76;4713.81;333245.08
taxi85;124218.17;116287.66;7930.51;236158.43
taxi84;135845.16;124015.51;11829.65;292709.57
taxi87;204089.23;198898.18;5191.05;462887.94
taxi86;193411.35;182295.83;11115.52;416631.75
taxi89;292512.32;269378.24;23134.08;637733.91
taxi88;157548.19;151530.55;6017.64;347943.97
taxi90;62079.1;56382.17;5696.93;96129.36
taxi92;94443.41;83471;10972.42;168859.52
taxi91;210118.82;200756.21;9362.61;489127.06
taxi94;171253.76;158256.74;12997.02;382480.22
taxi93;110240.57;107810.06;2430.51;225207.88
taxi96;116623.8;112145.82;4477.99;259263.89
taxi95;136112.73;135075.59;1037.14;303412.15
taxi98;109343.43;99506.2;9837.24;179222.39
taxi97;136320.58;133122.38;3198.21;291619.12
taxi99;167199.01;153070.62;14128.39;305164.71
taxi211;155308.36;136856.44;18451.91;293909.71
taxi212;299345.46;272881.49;26463.97;562672.59
taxi213;186943.27;179373.3;7569.97;373885.01
taxi214;110416.41;103916.94;6499.48;225927.94
taxi210;132567.23;125466.2;7101.03;277879.93
taxi219;217401.53;203439.26;13962.27;442758.27
taxi215;165550.18;156523.05;9027.13;314314.33
taxi216;148211.73;137269.71;10942.02;304642.28
taxi217;91691.02;90721.1;969.92;199258.88
taxi218;181249.02;171590.47;9658.56;366822.79
taxi200;115982.87;106854.61;9128.25;261469.97
taxi201;29939.38;27457.9;2481.48;77448.36
taxi202;180992.53;167402.67;13589.86;330975.74
taxi203;116050.15;111796.67;4253.47;269640.19
taxi208;258589.07;237179.48;21409.58;468352.65
taxi209;269935.98;250472.1;19463.88;577503.53
taxi204;132918.87;125338.12;7580.75;273166.97
taxi205;198457.47;184916.87;13540.6;418973.61
taxi206;169951.78;165361.52;4590.27;396466.6
taxi207;284377.89;273876.66;10501.22;667294.91
taxi36;110639.35;102036.45;8602.9;217734.6
taxi35;182733.38;174228.54;8504.85;401764.67
taxi38;131724.4;119758.27;11966.12;240220.42
taxi37;149159.5;133659.12;15500.38;288915.93
taxi39;81200.87;78026.89;3173.98;158673.63
taxi192;111488.39;104627.86;6860.53;251865.53
taxi193;181405.7;169409.43;11996.27;423569.45
taxi194;74579.56;67242.32;7337.24;150954.68
taxi195;107727.06;94453.05;13274.01;225818.47
taxi190;165440.49;161811.17;3629.32;411603.76
taxi191;111623.13;105148.51;6474.62;208610.44
taxi196;134944.24;132593.25;2350.99;334775.5
taxi197;206226.54;196138.3;10088.25;400865.83
taxi198;70532.07;65937.26;4594.81;147977.38
taxi199;104443.99;96402.03;8041.96;206666.07
taxi41;147254.87;142127.43;5127.43;309115.03
taxi40;131024.33;122845.13;8179.21;268999.92
taxi43;59763.97;57601.6;2162.37;120611.62
taxi42;85692.42;83872.51;1819.92;197675.77
taxi45;157906.25;139357.13;18549.12;303652.08
taxi44;121204.5;110962.39;10242.11;238525.74
taxi47;200493.38;191340.39;9152.98;408611.55
taxi46;167083.84;156193.64;10890.19;318051.57
taxi49;128601.04;118646.37;9954.67;269217.11
taxi48;111289.11;110677.66;611.45;274556.4
taxi181;123187.56;115367.16;7820.4;272734.98
taxi182;131755.35;120026.04;11729.31;319044.21
taxi183;102875.26;92481.52;10393.75;206198.68
taxi184;111566.28;110513.62;1052.66;238250.06
taxi180;84003.29;76051.63;7951.66;166077.29
taxi189;201603.54;181601.06;20002.48;385651.35
taxi185;166630.01;163597.06;3032.95;350224.11
taxi186;48832.39;45424.78;3407.61;116341.81
taxi187;242298.02;230953.32;11344.7;511510.17
taxi188;214375.65;191725.17;22650.48;377365.76
taxi50;153132.47;144705.23;8427.24;360691.44
taxi52;198300.14;188517.16;9782.98;451406.21
taxi51;129238.49;120928.09;8310.41;246799.44
taxi54;223580.05;217965.75;5614.3;469136.24
taxi53;94810.96;83516.22;11294.75;168771.19
taxi56;144162.58;133491.21;10671.37;280089.51
taxi55;242844.84;227535.18;15309.67;531426.12
taxi58;185544.85;181781.42;3763.43;400297.11
taxi57;198153.84;187065.39;11088.45;400350.86
taxi59;128742.33;126091.99;2650.34;250558.45
taxi61;137340.09;124682.26;12657.83;287094.19
taxi60;160624.67;156822.65;3802.02;363891.4
taxi63;217117.46;200533.07;16584.38;439764.14
taxi62;224458.78;212048.62;12410.17;474076.17
taxi65;180412.1;175881.98;4530.12;356604.17
taxi64;139353.2;128843.32;10509.89;297018.46
taxi67;190906.27;165971.33;24934.94;361390.61
taxi66;231378.88;219309.61;12069.27;474834.1
taxi69;117826.12;111756.75;6069.37;228797.96
taxi68;210858.64;199727.79;11130.85;410727.35
taxi70;202754.88;196145.44;6609.44;425502.71
taxi72;132498.02;126295.31;6202.7;308990.44
taxi71;235430.91;221752.47;13678.44;463214.23
taxi74;263089.32;240229.24;22860.08;540552.14
taxi73;99330.93;95785.03;3545.9;192907.24
taxi76;91737.47;86286.68;5450.8;200247.49
taxi75;192180.36;165099.41;27080.95;382550.67
taxi78;140827.55;134594.29;6233.26;307403.2
taxi77;129942.48;127480.93;2461.56;296226.54
taxi150;130300.16;126591.58;3708.59;275763.52
taxi151;276947.81;254043.29;22904.52;574583.49
taxi156;126398.27;121728.48;4669.8;264754.88
taxi157;172158.49;149459.19;22699.3;314987.91
taxi158;267773.58;240851.23;26922.35;564038.67
taxi159;223543.12;214411;9132.12;456152.46
taxi152;277051.35;260225.19;16826.15;606652.6
taxi153;168034.68;156356.23;11678.45;357058.28
taxi154;228504;202468.82;26035.18;425471.11
taxi155;323467.9;293105.38;30362.52;634113.68
taxi140;335564.26;297607.38;37956.88;634688.99
taxi145;157213.96;148084.69;9129.27;309310.68
taxi146;103509.61;98161.7;5347.91;212371.05
taxi147;149576.53;136725.32;12851.21;285978.42
taxi148;269378.44;248282.19;21096.25;538728.06
taxi141;134256.84;129768.79;4488.05;257941.01
taxi142;243525.12;234249.45;9275.67;542243.09
taxi143;11670.66;10450.16;1220.51;10450.16
taxi144;126645.82;119664.25;6981.57;260328.68
taxi10;160569.65;152750.2;7819.45;373718.8
taxi149;257446.12;244278.03;13168.1;568142.22
taxi12;176603.09;167331.87;9271.22;330327.53
taxi11;121526.94;117816.7;3710.24;247719.72
taxi14;199434.15;182488.12;16946.03;361712.7
taxi13;188700.01;175612.54;13087.47;383455.76
taxi0;126492.02;122872.91;3619.1;261291.17
taxi16;115831.4;108841.35;6990.05;264240.71
taxi1;128690.06;123506.73;5183.33;292846.12
taxi15;199459.84;192300.22;7159.62;486787.98
taxi2;180570.52;165735.72;14834.81;359552.26
taxi18;221398.47;209003.02;12395.44;448621.05
taxi3;136910.33;130422.94;6487.4;266485.31
taxi17;153982.66;143937.88;10044.78;351060.62
taxi4;128233.57;114502.27;13731.3;257119.1
taxi5;190472.86;179179.74;11293.12;352559.38
taxi19;80195.94;77313.76;2882.18;163166.16
taxi6;79690;74660.31;5029.69;116427.32
taxi170;78806.89;75625.24;3181.65;163425.9
