vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi7;196919.67;184083.57;12836.11;411388.82
taxi171;219672.6;201800.29;17872.3;407771.94
taxi8;95922.39;90245.91;5676.48;229821.38
taxi172;130302.12;117022.73;13279.4;229963.28
taxi9;180948.53;169508.72;11439.81;419895.76
taxi173;241215.12;225434.48;15780.64;555450.21
taxi178;227590.39;212521.58;15068.81;488943.6
taxi179;143671.91;137290.93;6380.98;344539.36
taxi174;116303.5;113041.68;3261.82;262470.67
taxi175;233071.96;222637.7;10434.25;511398.68
taxi176;163238.78;151467.35;11771.43;354120.67
taxi177;112056.31;105818.63;6237.68;257002.37
taxi21;223041.77;210527.56;12514.21;485060.8
taxi20;99611.05;99235.46;375.59;177738.94
taxi23;76315.26;69474.35;6840.91;164977.64
taxi22;65793.24;64267.26;1525.98;152810.3
taxi25;246036.9;228881.18;17155.72;479638.94
taxi24;149603.31;135932.67;13670.64;339545.1
taxi27;198782.08;186508.96;12273.12;368342.49
taxi26;167868.72;159561.32;8307.4;307715.55
taxi29;74499.11;73907.12;591.99;163517.67
taxi28;284665.9;264537.8;20128.1;608898.03
taxi160;190339.4;180656.91;9682.49;432664.22
taxi161;156606.94;136668.7;19938.24;313156.2
taxi162;227812.33;210188.55;17623.78;496622.1
taxi167;115058.69;111860.04;3198.65;254823.34
taxi168;179864.45;167894.71;11969.74;343579.67
taxi169;187054;176074.23;10979.77;397558.96
taxi163;216490.92;204892.68;11598.25;445605.15
taxi164;214532.87;202817.52;11715.35;441170.36
taxi165;184619.87;170635.42;13984.45;395845.46
taxi166;182797.51;170381.41;12416.1;399512.4
taxi30;186586.95;170480.16;16106.79;353661.66
taxi32;105186.58;98902.39;6284.18;227838.48
taxi31;128978.95;119497.75;9481.2;250641.35
taxi34;84587.96;83824.24;763.72;188766.77
taxi33;64332.6;60815.96;3516.64;144854.93
taxi112;223884.33;211393.06;12491.27;503936.75
taxi233;215343.19;211040.35;4302.84;492075.29
taxi113;238050.02;223804.03;14245.99;505425.99
taxi234;30563.16;30176.74;386.42;53532.22
taxi114;154221.12;144036.69;10184.43;318294.15
taxi235;132002.32;118881.95;13120.37;268430.81
taxi115;148719.49;135318.52;13400.96;261985.89
taxi236;203561.89;191719.43;11842.46;422494.21
taxi230;270481.8;256172.78;14309.02;629491.3
taxi110;167161.6;155220.35;11941.25;327878.03
taxi231;210589.77;193383.66;17206.11;394813.97
taxi111;190353.87;178702.82;11651.05;387877.82
taxi232;107193.11;100080.43;7112.68;227744.3
taxi116;273698.02;253510.07;20187.96;570424.48
taxi237;73541.46;72180.73;1360.74;159734.4
taxi117;177785.94;164200.83;13585.11;356417.05
taxi238;129403.69;127230.52;2173.16;308187.26
taxi118;84526.22;78204.03;6322.19;154159.89
taxi239;73234.56;72709.94;524.62;153815.76
taxi119;310790.38;279299.46;31490.91;642763.32
taxi101;248811.43;235418.18;13393.24;516527.67
taxi222;104445.06;97459.06;6986;225028.86
taxi102;167055.13;154558.74;12496.39;304639.34
taxi223;123978.43;119138.26;4840.17;287586.01
taxi103;149116.67;137852.02;11264.65;307981.81
taxi224;129553.08;128553.77;999.31;245424.53
taxi104;233096.14;217578.54;15517.6;503810.45
taxi225;219291.38;209640.92;9650.46;497461.79
taxi220;25523.32;25523.32;0;64004.8
taxi100;175521.93;163963.27;11558.66;418198.61
taxi221;157899.65;152099.62;5800.02;304358.33
taxi109;101052.04;92903.61;8148.43;216398.79
taxi105;152684.56;145264.56;7420;320793.42
taxi226;52063.06;50039.2;2023.86;119630.84
taxi106;252534.1;239507.11;13027;562419.94
taxi227;134214.2;126782.53;7431.67;243523.67
taxi107;186463;175454.99;11008.01;378673.06
taxi228;106207.35;102306.58;3900.76;218761.33
taxi108;351608.62;321090.4;30518.22;648657.61
taxi229;104982.03;94888.06;10093.96;181200.43
taxi134;214045.32;201451.16;12594.16;471938.39
taxi135;155288.3;147940.94;7347.36;317591.78
taxi136;185976.41;174376.78;11599.63;359375.75
taxi137;96302.37;90686.83;5615.54;176048.14
taxi130;130449.21;125148.65;5300.56;232596.2
taxi131;270540.97;240996.19;29544.78;528817.08
taxi132;110921.43;107859.03;3062.39;242086.53
taxi133;88978.97;83235.6;5743.37;168938.68
taxi138;310273.35;292585.42;17687.93;632943.06
taxi139;101641.97;95827.97;5814;226713.11
taxi123;85825.56;73405.02;12420.54;130962.7
taxi244;196853.55;186719.78;10133.77;420653.19
taxi124;199736.55;194680.49;5056.06;416834.93
taxi245;119076.56;113218.4;5858.16;249551.96
taxi125;307763.23;289346.04;18417.19;630825.02
taxi246;119288.06;116620.12;2667.95;271468.78
taxi126;145240.37;131370.07;13870.29;265978.26
taxi247;160519.38;155347.98;5171.4;317664.76
taxi240;89502.69;86888.97;2613.72;195785.43
taxi120;151719.33;138192.63;13526.7;271873.17
taxi241;222916.24;205245.66;17670.58;435618.5
taxi121;159694.05;151415.28;8278.76;310508.72
taxi242;120938.5;112342.67;8595.83;245346.52
taxi122;93855.36;89949.63;3905.74;182868.55
taxi243;71223.37;68623.86;2599.51;149577.58
taxi127;152476.33;149263;3213.33;357423.64
taxi248;98024.25;84691.45;13332.8;178628.22
taxi128;178434.68;172976.9;5457.79;349353.01
taxi249;324183.47;299511.28;24672.19;655218.13
taxi129;197911.92;189917.08;7994.84;407333.98
