runId;iteration;vehicles;totalDistance;totalEmptyDistance;emptyRatio;totalPassengerDistanceTraveled;averageDrivenDistance;averageEmptyDistance;averagePassengerDistanceTraveled;d_p/d_t;l_det;minShareIdleVehicles;minCountIdleVehicles
NA;0;250;40490239.94;2534786.38;0.06;83706804.71;161960.96;10139.15;334827.22;2.07;0.83;0.27;66.85
