RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;1071.0;859.0;212.0
drt_1952;355.0;355.0;0.0
drt_1951;970.0;969.0;1.0
drt_1950;910.0;546.0;364.0
drt_1949;704.0;361.0;343.0
drt_1948;153.0;153.0;0.0
drt_1947;782.0;684.0;98.0
drt_1946;982.0;982.0;0.0
drt_1945;410.0;410.0;0.0
drt_1944;200.0;194.0;6.0
drt_1943;687.0;687.0;0.0
drt_1942;415.0;415.0;0.0
drt_1941;1014.0;929.0;85.0
drt_1940;678.0;678.0;0.0
drt_1939;337.0;337.0;0.0
drt_1938;852.0;768.0;84.0
drt_1937;343.0;343.0;0.0
drt_1936;145.0;145.0;0.0
drt_1935;247.0;247.0;0.0
drt_1934;107.0;109.0;-2.0
drt_1933;1164.0;1164.0;0.0
drt_1932;365.0;365.0;0.0
drt_1975;1092.0;1061.0;31.0
drt_1974;723.0;723.0;0.0
drt_1973;1188.0;1188.0;0.0
drt_1972;1178.0;1178.0;0.0
drt_1971;249.0;249.0;0.0
drt_1970;1032.0;1030.0;2.0
drt_1969;237.0;237.0;0.0
drt_1968;142.0;142.0;0.0
drt_1967;339.0;341.0;-2.0
drt_1966;299.0;265.0;34.0
drt_1965;1097.0;992.0;105.0
drt_1964;901.0;448.0;453.0
drt_1963;1103.0;1103.0;0.0
drt_1962;557.0;557.0;0.0
drt_1961;464.0;464.0;0.0
drt_1960;707.0;707.0;0.0
drt_1959;1073.0;966.0;107.0
drt_1958;535.0;386.0;149.0
drt_1957;596.0;596.0;0.0
drt_1956;202.0;202.0;0.0
drt_1955;723.0;723.0;0.0
drt_1954;935.0;482.0;453.0
drt_4190;168.0;168.0;0.0
drt_4192;96.0;96.0;0.0
drt_4191;1157.0;1157.0;0.0
drt_4194;951.0;597.0;354.0
drt_4193;905.0;604.0;301.0
drt_4196;76.0;76.0;0.0
drt_4195;191.0;193.0;-2.0
drt_4198;703.0;614.0;89.0
drt_1909;908.0;908.0;0.0
drt_4197;381.0;381.0;0.0
drt_1908;547.0;542.0;5.0
drt_1907;214.0;214.0;0.0
drt_4199;333.0;333.0;0.0
drt_205;269.0;269.0;0.0
drt_1906;980.0;928.0;52.0
drt_206;107.0;107.0;0.0
drt_1905;1155.0;1154.0;1.0
drt_203;821.0;821.0;0.0
drt_1904;765.0;765.0;0.0
drt_204;101.0;101.0;0.0
drt_1903;1163.0;847.0;316.0
drt_201;632.0;382.0;250.0
drt_1902;639.0;635.0;4.0
drt_202;206.0;206.0;0.0
drt_1901;405.0;405.0;0.0
drt_1900;496.0;496.0;0.0
drt_200;159.0;159.0;0.0
