departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
18120.0;additional_1989;taxi130;6506;453546.6;5737484.4;4520;452806.81;5734626.91;183.0;19109.0;806.0;6925.58;4748.44;-2;19020;19911
18143.0;additional_407;taxi71;7625;452141.67;5734341.87;4148;453007.26;5735543.34;69.0;18475.0;263.0;2889.83;2889.83;-2;19043;19737.5
18157.0;additional_1689;taxi7;8030;455810.04;5738005.59;1866;452948.91;5734983.34;68.0;20008.0;1783.0;15740.49;5560.65;-2.04;19057;20000.5
18187.0;additional_155;taxi146;3218;453445.34;5732226.49;6408;452979.48;5735316.56;97.0;19698.0;1414.0;10587.51;4172.46;-2;19087;19828
18200.0;additional_2151;taxi119;1789;456358.03;5731620.64;566;454101.01;5735442.67;156.0;19888.0;1532.0;14907.83;5811.16;-2.11;19100;20066
18225.0;additional_1167;taxi119;9702;454472.56;5730265.64;8000;454913.51;5734112.16;671.0;19301.0;405.0;5633.03;5633.03;-2;19125;19941
18259.0;additional_622;taxi130;9091;453470.54;5736686.01;8612;455337.36;5735122.59;241.0;19565.0;1065.0;10085.57;4007.47;-2;19159;19987
18289.0;additional_2169;taxi130;4908;454127.71;5736141.66;5306;455585.56;5734314.46;581.0;19753.0;883.0;8577.08;3199.6;-2;19189;19891
18306.0;additional_1008;taxi119;7245;454251.49;5731732.38;9768;454729.28;5734278.69;776.0;19416.0;334.0;4507.98;4206.59;-2;19206;19858.5
18317.0;additional_133;taxi130;8882;454163.99;5736928.46;6082;454401.45;5734350.34;380.0;19380.0;683.0;7518.12;4270.7;-2;19217;20018
18322.0;additional_520;taxi119;8285;456153.25;5732205.28;6009;453687.09;5735042.3;204.0;20025.0;1499.0;14587.75;4908.91;-2;19222;20069.5
18353.0;additional_444;taxi109;9076;453577.38;5736829.22;1149;454902.71;5735024.78;112.0;20011.0;1546.0;11148.19;4025.06;-2;19253;20039
18423.0;additional_557;taxi146;6470;453393.84;5733216.18;776;453189.59;5735443.83;142.0;19578.0;1013.0;6889.38;2955.93;-2;19323;19932
18431.0;additional_1725;taxi106;5584;454133.06;5730949.56;3867;454335.06;5734584.46;105.0;19920.0;1384.0;12818.18;5145.94;-2;19331;20133.5
18432.0;additional_210;taxi146;4277;452918.18;5733260.24;7563;453404.94;5735399.87;303.0;19471.0;736.0;5457.01;3183.47;-2;19332;20017.5
18448.0;additional_1061;taxi7;10659;455096.79;5737226.59;561;453965;5735136.68;325.0;19675.0;902.0;8064.7;2872.53;-2;19348;19945
18455.0;additional_639;taxi109;2973;453585.74;5737079.12;6899;453341.21;5734795.65;139.0;19622.0;1028.0;7599.15;3241.35;-2;19355;20081
18458.0;additional_2269;taxi146;8789;451601.58;5734707.89;773;453189.59;5735443.83;633.0;19374.0;283.0;2616.49;2616.49;-2;19358;19991
18459.0;additional_925;taxi7;5513;454832.35;5737631.93;991;454944.74;5735087.25;500.0;19482.0;523.0;5075.6;4791.74;-2;19359;20191.5
18483.0;additional_1707;taxi56;8033;455810.04;5738005.59;116;454251.81;5734518.24;91.0;18972.0;398.0;4942.06;4942.06;-2;19383;20280
18500.0;additional_1080;taxi106;8904;456041.72;5731848.55;5884;453597.52;5734703.89;713.0;20084.0;871.0;8220.56;5570.34;-2.1;19400;20426
18518.0;additional_1125;taxi119;9702;454472.56;5730265.64;3622;455353.69;5734733.21;378.0;19673.0;777.0;8103.65;7346.54;-2.44;19418;20427.5
18531.0;additional_1776;taxi7;10662;454811.77;5737174.36;7562;453429.64;5735509.34;145.0;19796.0;1120.0;9204.83;4021.3;-2;19431;20154
18563.0;additional_1793;taxi106;5585;454757.02;5730383.23;1866;452948.91;5734983.34;241.0;20317.0;1513.0;13666.47;6279.33;-2.13;19463;20322.5
18585.0;additional_1225;taxi106;6908;454437.7;5730771.58;4933;455713.41;5735389.67;93.0;19592.0;914.0;9757.12;6276.32;-2.08;19485;20269.5
18586.0;additional_643;taxi146;7945;452541.73;5735144.92;6672;453969.96;5733611.22;676.0;19957.0;695.0;6003.07;3056.25;-2;19486;20105.5
18633.0;additional_589;taxi213;2448;456438.78;5732058.81;5891;454010.59;5735240.67;87.0;20409.0;1689.0;13714.8;5232.66;-2;19533;20434.5
18633.0;additional_286;taxi62;4760;452022.23;5733113.69;4690;452806.81;5734626.91;110.0;19448.0;705.0;5106.06;2959.7;-2;19533;20334
18640.0;additional_1463;taxi106;2784;455916.3;5730269.91;7530;455401.65;5735149.32;318.0;19699.0;741.0;7772.84;7936.6;-2.52;19540;20485
