Link;x;y;00:00:00;01:00:00;02:00:00;03:00:00;04:00:00;05:00:00;06:00:00;07:00:00;08:00:00;09:00:00;10:00:00;11:00:00;12:00:00;13:00:00;14:00:00;15:00:00;16:00:00;17:00:00;18:00:00;19:00:00;20:00:00;21:00:00;22:00:00;23:00:00
6809;456548.6592698188;5730213.840006409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10757;453294.0957973833;5737130.726873997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2446;456319.04651020025;5731922.12998105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2445;456438.778465401;5732058.811736319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
10759;455594.4881871098;5729078.321793958;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0
2444;456284.2633006666;5731914.267750741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2443;456319.04651020025;5731922.12998105;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
2442;456166.44654884515;5731881.923899529;0;0;0;0;0;0;1;7;0;1;0;0;0;0;0;3;2;3;1;0;0;0;0;0
6801;453780.73740998533;5735880.57608561;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3777;454547.9480818009;5735245.818506086;0;0;0;0;0;0;1;3;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0
6803;456139.0255154661;5730341.635946258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
3778;454645.40882448107;5735185.52257789;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6802;453787.86516949564;5735942.908480074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
6805;456378.0328053708;5730263.595953176;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;4;0;0;0;0;0;0;0
5958;448297.55392139626;5733070.709590326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0
4627;447080.75454272464;5733528.314444877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3790;453728.98666798824;5733676.164157752;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3791;454515.3490028084;5735709.568693055;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
3792;454549.641620761;5735612.16984432;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5970;455830.6222204972;5733592.659473287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
3793;454503.12446569785;5735800.762052243;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5971;455839.798488991;5733588.118874333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3794;454515.3490028084;5735709.568693055;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4641;453238.056289311;5731363.166571089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9095;453643.36572519864;5736743.409223308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1130;455137.2502819476;5729103.979321882;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;3;1;1;1;0;0;0;0;0
2461;454076.94460011105;5732917.468230942;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3;3;1;0;1;0;0;0;0
9098;453681.7929500968;5736773.998445268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
9099;453687.43651965476;5736741.779842505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6817;456538.95780113473;5732074.1409129985;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2458;455696.48029714637;5733657.647626398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
6819;456854.95454010076;5732069.489780937;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
9090;453454.64165792783;5736678.883064899;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2456;455576.0976701515;5733720.026566134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
9091;453470.54142218194;5736686.010194339;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2455;455696.48029714637;5733657.647626398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3301;456284.2633006666;5731914.267750741;0;0;0;0;0;0;0;3;1;1;0;0;0;0;1;3;2;0;3;0;0;0;0;0
4631;454250.18102382054;5733396.8419723855;0;0;0;0;0;0;2;2;3;0;0;0;0;1;1;3;4;0;1;0;0;0;0;0
3784;454707.02952332015;5735765.910914797;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6810;456422.55565557006;5730243.72440847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
3785;454346.1744657458;5735828.232554056;0;0;0;0;0;0;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
702;453861.03626734787;5732533.73334265;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;5;1;0;0;0;0;0;0
3786;454503.12446569785;5735800.762052243;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6812;456548.6592698188;5730213.840006409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
4633;453308.28620178124;5731233.126812898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
703;453855.0328689707;5732485.160537476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
4634;453364.44289631065;5731535.918725797;0;0;0;0;0;0;2;3;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0
5965;456117.370275489;5733450.876756473;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
3788;453757.51536839793;5733657.794558751;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
705;453861.03626734787;5732533.73334265;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
5966;455961.54785621376;5733525.000304443;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
4636;453522.78723919706;5734084.304308389;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5967;456016.5113672701;5733499.438739131;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
4637;453066.08412477956;5731642.161832475;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0
6816;456444.4540548385;5732079.494937279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
4638;452955.2125705116;5731576.382439805;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
6815;456454.35721163417;5732078.775357854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5969;455961.54785621376;5733525.000304443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
5980;455771.74656535697;5733501.115204267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5982;455645.8626356591;5733561.761110185;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5983;455771.74656535697;5733501.115204267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2470;454084.11107908137;5732676.555238944;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6829;456607.865605283;5732008.94777608;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
10734;453905.2494054295;5737429.760612037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
10733;453905.2494054295;5737429.760612037;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
2469;454131.270395762;5732518.052026418;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0
10738;455229.9782617796;5739955.641633229;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
1135;454892.4544593053;5734694.176916927;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2466;454082.10459821706;5732895.0092514185;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
1134;454876.8974469106;5734766.557338198;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3795;454251.6358178279;5735744.414781701;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4642;453270.79414499964;5731536.786246355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
3796;454206.7609374337;5735746.613656531;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6820;456538.95780113473;5732074.1409129985;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
5974;455913.39256047725;5733426.842896094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
6823;452571.8451405243;5731232.317688626;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0
3797;454270.8304484067;5735740.325175865;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
714;454065.0795338225;5733813.331691719;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3798;454251.6358178279;5735744.414781701;0;0;0;0;0;0;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
715;453980.4854479368;5733899.180602352;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
4645;453129.5568100958;5731381.292098945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
716;454073.90348191676;5733802.918344001;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3799;454251.6358178279;5735744.414781701;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4646;453152.60989409464;5731526.060259224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
5977;455913.39256047725;5733426.842896094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
717;454065.0795338225;5733813.331691719;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
718;454095.42676948407;5733751.32472168;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
5979;455790.7309181519;5733491.627856793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
10732;453896.0919242947;5737415.8300226275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
719;454073.90348191676;5733802.918344001;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10731;453868.13138093054;5737569.801234721;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
5990;454575.89590914996;5735455.871891663;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5991;454565.7800859594;5735484.259041423;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1151;454895.03839986055;5735034.926701134;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1150;454902.71167570725;5735024.780909431;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
10745;455460.02327956946;5739984.707598732;0;0;0;0;0;0;2;5;3;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0
5508;455080.78404164774;5737849.42503357;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1149;454902.71167570725;5735024.780909431;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1148;454895.03839986055;5735034.926701134;0;0;0;0;0;0;0;11;2;0;0;1;0;0;1;4;7;1;0;0;0;0;0;0
1147;454795.5949923553;5734976.5354956165;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
720;454160.2463568804;5733611.54653068;0;0;0;0;0;0;0;5;3;1;1;0;1;0;0;1;1;3;0;0;0;0;0;0
1146;454902.71167570725;5735024.780909431;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
721;454095.42676948407;5733751.32472168;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1145;454765.4986864247;5735036.600765484;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2475;453620.9307785966;5735883.4589412045;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1144;454795.5949923553;5734976.5354956165;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
722;454215.22270259965;5733476.830516184;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
723;454160.2463568804;5733611.54653068;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5500;455286.485560282;5736884.164394803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
724;454226.5985558698;5733450.856046129;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5985;455645.8626356591;5733561.761110185;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6831;456593.00153125316;5732003.759273514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
725;454215.22270259965;5733476.830516184;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6834;456593.00153125316;5732003.759273514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5986;455365.9471912457;5733697.315163428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
726;454250.18102382054;5733396.8419723855;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6833;456605.38011841994;5731995.377541942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
727;454226.5985558698;5733450.856046129;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6836;456605.38011841994;5731995.377541942;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
5988;456390.7291944684;5731711.639407065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5504;454269.58152493666;5736132.897460478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
728;454415.50076116435;5733015.708234777;0;0;0;0;0;0;1;4;2;0;0;0;0;0;1;3;2;2;0;0;0;0;0;0
6835;456607.865605283;5732008.94777608;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;2;2;4;0;0;0;0;0;0
5989;456331.806976411;5731712.405495357;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5506;454389.06105902384;5736124.427631858;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0
5507;454900.8144337628;5737806.712115741;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
10742;453319.5370634245;5731986.097265598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2010;454100.62933122757;5729070.808132647;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;3;2;1;0;0;0;0;0
2009;453504.90175816906;5730279.231513742;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2008;453521.17651607795;5730037.878458553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
3336;453349.77233553847;5734697.90310917;0;0;0;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3335;453103.40191207296;5734633.078310391;0;0;0;0;0;0;0;6;6;2;0;0;0;0;0;1;6;1;1;0;0;0;0;0
1157;454796.9971028967;5734937.460463703;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
731;454415.50076116435;5733015.708234777;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3334;452873.9757770156;5734518.755779425;0;0;0;0;0;0;1;2;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0
732;454568.8539058765;5732677.610265323;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
1156;454795.5949923553;5734976.5354956165;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3333;452676.9789748879;5734418.231008369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
733;454501.34535044926;5732830.386937925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5511;454742.16262779874;5737774.736119722;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
4664;452836.0184160175;5731596.471698947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
6843;455119.74809804565;5730196.115945613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
734;454575.5858113784;5732650.021295582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5512;454804.143050212;5737787.492508745;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
735;454568.8539058765;5732677.610265323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5513;454832.3510240227;5737631.934093743;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5998;453903.0438621503;5732751.573244598;0;0;0;0;0;0;1;1;1;1;0;0;0;0;2;2;3;1;0;1;0;0;0;0
737;454575.5858113784;5732650.021295582;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0
4667;448945.62461239373;5732720.896151598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
5514;454742.16262779874;5737774.736119722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
738;454680.68789593084;5732236.80723608;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
5999;454083.763712953;5732793.734440177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5516;454832.3510240227;5737631.934093743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
739;454616.58002940606;5732491.433861884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
6848;454353.6076729033;5732593.234073881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5518;454928.0310139036;5737648.738436324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
6861;455448.01750143827;5735201.578406949;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6860;455292.75399458746;5735297.997289194;0;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5530;453393.12218560436;5733893.89395388;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5531;453161.14395139896;5733896.925081714;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
6863;453740.33394391503;5736471.046727822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5532;453232.99690098414;5733884.133612458;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
4685;452724.73144667584;5734624.218276421;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6862;453800.5362325767;5736266.304517909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10724;455229.9782617796;5739955.641633229;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0
2499;454087.4763030668;5731246.745112366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2498;454142.50388468674;5734272.45523715;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
746;457271.70592411654;5738539.317522195;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0
5523;454288.3483073655;5734387.293116796;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
5524;453532.39864858915;5733904.318874975;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5529;453232.99690098414;5733884.133612458;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4690;452806.8090615374;5734626.907327639;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
6870;453495.4778927398;5736361.57713909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4693;455094.17806768406;5733868.437842058;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6872;453498.57320354984;5736271.699936198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
4694;455403.1123223691;5733903.620136961;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
4210;457545.65053790587;5730101.952009246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
4212;457710.83911701525;5730077.3179232;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;1;3;0;2;0;0;0;0;0
6873;453495.4778927398;5736361.57713909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2034;455766.717671991;5738007.903790072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2033;455658.21790435025;5737874.476212884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2032;455754.05590023805;5737992.432435548;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2030;455658.21790435025;5737874.476212884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
750;456407.0191887264;5733802.668157415;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2028;455554.798933578;5737799.1326624965;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
751;456242.69915582176;5733886.321958841;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
753;456407.0191887264;5733802.668157415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5533;452951.4871492265;5733969.797339115;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4686;452642.8823954965;5734617.223954845;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6865;453800.5362325767;5736266.304517909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5534;453161.14395139896;5733896.925081714;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4687;452806.8090615374;5734626.907327639;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4203;453166.7961981815;5736852.264751535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
5535;452729.66316527163;5734054.827301874;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10376;452602.9620104635;5735668.399748544;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4688;452724.73144667584;5734624.218276421;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6867;453808.7959955855;5736238.566736318;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
5536;452951.4871492265;5733969.797339115;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4689;452741.2683070928;5734521.212113641;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
10375;452617.24178028264;5735671.568709467;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4205;453349.64253988065;5736897.737011811;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
5537;452698.60047414515;5734179.047208218;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6869;453498.57320354984;5736271.699936198;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
4206;453615.5353571208;5736967.987027874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5538;452729.66316527163;5734054.827301874;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
4208;453686.9680186749;5736989.151493417;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
4209;453615.5353571208;5736967.987027874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0
