runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m;7 pax distance_m;8 pax distance_m
NA;0;1895517.74;10084150.51;9473869.54;7701907.89;4885006.36;2195688.63;582013.57;105214.51;22967.24
