vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi223;167405.38;161382.19;6023.19;392801.51
taxi103;188063.99;180177.17;7886.82;413431.02
taxi224;131811.6;129987.56;1824.04;289366
taxi104;113464.02;104432.47;9031.55;287811.91
taxi225;114187.55;106061.07;8126.48;232552.74
taxi220;242053.45;228953.55;13099.91;538824.64
taxi100;192905.22;183650.63;9254.59;410764.72
taxi221;178293.95;163749.61;14544.34;380296.49
taxi109;154195.69;146555.23;7640.46;329881.43
taxi105;130952.87;120619.32;10333.54;246051.75
taxi226;192215.67;178990.21;13225.46;409258.25
taxi106;104002.42;97581.86;6420.56;185436.3
taxi227;228759.79;224988.79;3771;428216.87
taxi107;157632.07;140746.11;16885.97;325090.1
taxi228;101661.71;96290.54;5371.17;236020.11
taxi108;215555.17;208694.22;6860.95;505070.48
taxi229;144871.86;138699.9;6171.96;353061.8
taxi134;123418.55;121271.43;2147.11;282625.59
taxi135;155412.66;144535.49;10877.17;359024.28
taxi136;122116.4;116047.3;6069.1;292354.03
taxi137;79196.44;76051.77;3144.67;183419.66
taxi130;261446.76;255901.31;5545.45;625524.75
taxi131;214257.03;206125.6;8131.43;540661.04
taxi132;95027.92;90052.95;4974.98;237632.5
taxi133;193359.24;174519.12;18840.13;408139.17
taxi138;257529.01;245012.43;12516.59;494727.72
taxi139;119678.29;112327.33;7350.96;272787.13
taxi123;50796.44;47843.04;2953.4;97283.51
taxi244;239885.57;217404.5;22481.06;524249.61
taxi124;43554.69;40647.7;2906.99;115963.89
taxi245;211778.67;201468.79;10309.88;455915.19
taxi125;144641.59;135536.84;9104.75;341858.21
taxi246;250253.57;233724.59;16528.98;551022.57
taxi126;148156.83;140574.64;7582.19;288202.33
taxi247;64293.49;61123.69;3169.8;113361.18
taxi240;173355.98;167800.26;5555.72;378513.06
taxi120;224907.68;214369.1;10538.58;476930.42
taxi241;101498.45;96243.23;5255.22;214787.82
taxi121;64871.05;61842.56;3028.49;141492.39
taxi242;84319.84;79152.66;5167.17;225657.98
taxi122;147029.22;137137.83;9891.39;334297.55
taxi243;36131.22;34866.24;1264.99;87818.44
taxi127;187147.57;179018.44;8129.14;438862.64
taxi248;119133.16;112633.86;6499.3;233521.59
taxi128;169619.97;164932.29;4687.68;366608.78
taxi249;93243.46;87809.32;5434.14;210439.01
taxi129;211840.09;200098.04;11742.05;454395.24
