vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi79;61699.42;56880.6;4818.81;138726.02
taxi81;128339.16;124851.74;3487.42;270522.7
taxi80;101624.88;98652.24;2972.64;286678.47
taxi83;191131.92;176446.73;14685.19;357835.28
taxi82;170818.54;161497.54;9321.01;380594.87
taxi85;149479.14;144028.01;5451.14;326522.6
taxi84;31157.11;30418.86;738.25;76866.96
taxi87;121486.79;119226.14;2260.65;362860.19
taxi86;156354.26;146769.25;9585;340903.2
taxi89;65082.17;63097.42;1984.75;165750.57
taxi88;216600.73;203791.74;12808.99;528604.32
taxi90;138356.03;133585.93;4770.09;292998.43
taxi92;155417.15;136315.91;19101.24;336278.34
taxi91;68347.8;62365.19;5982.61;132917.37
taxi94;159361.57;157765.61;1595.96;436365.94
taxi93;203002.52;195557.44;7445.08;444686.81
taxi96;197411.9;181966.25;15445.65;449411.53
taxi95;142978.69;139916.28;3062.41;326512.1
taxi98;35673.81;34192.61;1481.2;62015.79
taxi97;132817.92;127515.73;5302.2;312558.64
taxi99;67400.79;65985.66;1415.12;137092.09
taxi211;129606.8;125198.79;4408.02;268954.63
taxi212;139504.92;137413.03;2091.89;324633.5
taxi213;110053.15;104678.84;5374.31;286279.59
taxi214;169945.84;158986.72;10959.12;373255.08
taxi210;108573.59;93457.34;15116.25;196665.33
taxi219;52965.03;51725.68;1239.35;130834.5
taxi215;115756.62;105199.72;10556.9;272532.82
taxi216;77635.09;75492.25;2142.84;192973.2
taxi217;169480.99;161729.49;7751.5;417772.02
taxi218;160381.16;154389.41;5991.75;357813.26
taxi200;142217.42;133875.96;8341.46;285724.26
taxi201;128125.99;126332.31;1793.68;337691.64
taxi202;255470.23;244061.49;11408.75;577749.39
taxi203;132211.79;121250.96;10960.84;250898.6
taxi208;72636.51;66238.38;6398.13;154596.91
taxi209;139876.82;135658.77;4218.05;337790.28
taxi204;256988.66;237867.95;19120.71;574357.34
taxi205;191656.75;183942.69;7714.06;500599.74
taxi206;137360.73;133019.21;4341.52;251709.74
taxi207;148325.31;141692.8;6632.51;317899.22
taxi36;93719.64;87437.45;6282.18;210950.86
taxi35;126365.38;122317.13;4048.25;304362.4
taxi38;226506.31;221534.03;4972.28;500106.83
taxi37;219838.66;211367.69;8470.97;526422.73
taxi39;266898.77;262603.43;4295.34;634726.98
taxi192;289575.43;268507.62;21067.81;598805.84
taxi193;109587.53;98003.02;11584.5;233156.46
taxi194;156796.31;149767.41;7028.9;341199.72
taxi195;95215.34;91977.93;3237.41;198250.92
taxi190;216619.04;194910.13;21708.91;429511.34
taxi191;112754.64;103958.92;8795.72;218715.04
taxi196;224682.15;212333.29;12348.86;497833.44
taxi197;77497.61;74809.1;2688.51;176762.74
taxi198;227940.15;213549.78;14390.37;479733.72
taxi199;204713.81;189540.43;15173.37;447271.02
taxi41;140009.61;131987.43;8022.18;293885.5
taxi40;140375.92;131443.69;8932.23;274601.88
taxi43;134226.11;125522.9;8703.21;288276.36
taxi42;136620.36;128833.45;7786.91;296404.05
taxi45;133785.29;122714.87;11070.43;284377.51
taxi44;123491.92;108703.1;14788.82;273813.31
taxi47;229919;214101.35;15817.65;491409.51
taxi46;20683.53;18226.36;2457.16;42385.99
taxi49;217396.29;197120.15;20276.14;495266.34
taxi48;127915.3;119851.65;8063.66;284335.7
taxi181;192120.09;181623.78;10496.31;423271.05
taxi182;130365.14;125522.41;4842.72;274798.95
taxi183;108256.45;105319.93;2936.52;247576.02
taxi184;195318.65;189559.97;5758.68;492180.08
taxi180;113567.39;107141;6426.39;221290.1
taxi189;200078.83;188781.75;11297.07;451354.5
taxi185;85030.76;84094.19;936.57;203017.56
taxi186;247262.64;233765.85;13496.79;509892.23
taxi187;84232.4;80322.04;3910.36;219529.62
taxi188;125494.35;120782.9;4711.45;244181.49
taxi50;168838.23;150233.11;18605.12;324556.75
taxi52;114682.7;110056.91;4625.78;207485
taxi51;160815.93;156457.48;4358.45;339160.23
taxi54;144692.64;135447.94;9244.7;326247.64
taxi53;191659.61;185909.79;5749.81;429573.52
taxi56;162775.96;154289;8486.96;356225.85
taxi55;219568.85;198559.29;21009.55;454419.98
taxi58;90336.06;87044.29;3291.77;186470.24
taxi57;148839.18;136268.41;12570.77;354527.67
taxi59;233953.75;221108.16;12845.59;537216.18
taxi61;108669.32;103688.16;4981.16;259349.48
taxi60;223851.18;203029.07;20822.1;504643.76
taxi63;79231.46;76202.83;3028.63;173387.57
taxi62;278316.6;255625.65;22690.95;610857.8
taxi65;167608.33;158094.82;9513.5;387636.07
taxi64;226994.4;212418.56;14575.84;498435.02
taxi67;130326.6;127653.86;2672.74;288718.31
taxi66;34123.57;30728.97;3394.61;98732.95
taxi69;116690.59;111510.77;5179.81;244078.73
taxi68;183479.3;170544.22;12935.07;408729.77
taxi70;71181.18;67289.91;3891.27;148011.26
taxi72;89344.76;86296.67;3048.09;197535.67
taxi71;141112.73;137075.91;4036.83;318573.04
taxi74;156494.87;146159.58;10335.29;318304.7
taxi73;174712.23;156024.65;18687.58;368541.57
taxi76;164464.62;156192.35;8272.27;384939.74
taxi75;233205.04;222499.61;10705.42;507374.22
taxi78;232436.92;214040.24;18396.68;467193.51
taxi77;82004.2;78706.26;3297.94;152817.53
taxi150;128926.64;120172.59;8754.06;331782.92
taxi151;204913.52;199930.73;4982.79;480204.76
taxi156;161766.72;154253.6;7513.13;394584.89
taxi157;185320.12;179769.49;5550.63;365185.1
taxi158;220673.28;210416.04;10257.24;486371.71
taxi159;314562.1;306057.11;8504.98;695037.24
taxi152;218332.41;209578.92;8753.49;547617.75
taxi153;225391.5;219741.77;5649.73;496589.34
taxi154;125972.86;119058.49;6914.37;267196.48
taxi155;216239.18;196549.93;19689.25;388545.1
taxi140;119475.7;110275.35;9200.35;265629.27
taxi145;182770.3;162870.47;19899.82;411004.89
taxi146;43616.26;40975.65;2640.61;104394.16
taxi147;120781.39;118037.35;2744.04;236692.9
taxi148;142419.46;137329.79;5089.68;311294.19
taxi141;137538;132233.65;5304.34;322423.08
taxi142;205618.4;189054.79;16563.61;353137.95
taxi143;125419.12;120008.73;5410.39;262648.41
taxi144;262181.8;247774.65;14407.14;574332.81
taxi10;221155.68;212396.3;8759.38;454932.09
taxi149;125437.64;114213.7;11223.94;289208.06
taxi12;148084.45;141671.91;6412.55;331931.52
taxi11;76740.35;66881.4;9858.95;126719.18
taxi14;193118.64;188182.98;4935.66;465030.49
taxi13;185566.84;179917.62;5649.22;411150.3
taxi0;148969.83;140017.08;8952.75;297413.51
taxi16;162695.68;155394.27;7301.41;394773.33
taxi1;257712.39;248215.27;9497.11;535576.18
taxi15;277601.06;262671.31;14929.75;645658.15
taxi2;132678.04;125682.62;6995.41;301765.61
taxi18;173618.27;151547.79;22070.48;300809.24
taxi3;131528.43;119974.25;11554.18;266614.7
taxi17;343848.57;320322.49;23526.09;732605.19
taxi4;67174.51;56923.37;10251.14;127923.46
taxi5;211143.96;202003.84;9140.12;466265.28
taxi19;139076.53;133269.38;5807.15;312926.94
taxi6;151240.53;143798.05;7442.48;336327.45
taxi170;156521.14;140880.49;15640.64;315580.5
taxi7;163051.64;157646.38;5405.26;316889.09
taxi171;175560.75;166740.54;8820.21;336596.2
taxi8;173902.52;164146.6;9755.92;334194
taxi172;121669.46;111989.27;9680.2;249800.6
taxi9;129355.11;121403.84;7951.27;249024.73
taxi173;203678.33;197874.04;5804.29;511088.95
taxi178;172736.85;168816.39;3920.45;369987.23
taxi179;208385.68;196363.01;12022.67;504236.94
taxi174;200227.71;185973.53;14254.18;408297.18
taxi175;211732.95;193738.07;17994.88;456113.64
taxi176;130340.44;125843.36;4497.08;310791.86
taxi177;254702.92;239443.11;15259.82;540131.35
taxi21;108207.44;98267.03;9940.41;216808.42
taxi20;174373.21;169751.34;4621.87;361220.48
taxi23;135529.99;127198.94;8331.05;279645.14
taxi22;87198.15;82541.04;4657.11;175904.31
taxi25;84991.32;78016.66;6974.65;157971.38
taxi24;189824.47;176576.25;13248.22;468440.27
taxi27;63470.78;61861.24;1609.55;168763
taxi26;176049.65;160858.07;15191.58;361429.92
taxi29;209254.55;204221.43;5033.13;442396.75
taxi28;140242.73;127717.78;12524.96;326467.42
taxi160;177457.08;168664.6;8792.48;410339.84
taxi161;173033.75;166540.03;6493.72;392203.36
taxi162;105729.75;101230.17;4499.58;221995.85
taxi167;118588.94;111491.34;7097.61;266352.87
taxi168;151255.81;142719.22;8536.59;289708.82
taxi169;135584.31;129744.04;5840.27;294938.44
taxi163;141224.1;127055.15;14168.95;259459.83
taxi164;132737.71;124375.71;8362.01;282192.34
taxi165;162027.76;149204.38;12823.38;328846.05
taxi166;96425.26;89917.34;6507.92;185718.99
taxi30;87399.47;85280.07;2119.4;210268.75
taxi32;208956.69;193598.9;15357.79;433406.32
taxi31;168225.64;157360.13;10865.5;421279.21
taxi34;67809.92;58575.41;9234.51;134675.36
taxi33;121970.57;116130.07;5840.5;288544.2
taxi112;185175.02;178977.56;6197.45;441373.63
taxi233;156193.68;153349.61;2844.07;388148.58
taxi113;122750.42;118862.09;3888.33;238884.9
taxi234;170170.82;163605.65;6565.17;364942.29
taxi114;201088.7;186888.12;14200.57;411787.88
taxi235;133571.61;121299.8;12271.82;227684.48
taxi115;187911.83;175649.72;12262.11;404304.91
taxi236;249257.89;240339.78;8918.12;582381.69
taxi230;111109.43;102487.41;8622.02;215372.33
taxi110;170202.75;164163.34;6039.41;393519.9
taxi231;197567.19;181646.1;15921.09;464796.83
taxi111;101532.13;94014.99;7517.14;181835.28
taxi232;154589.51;137631.69;16957.82;307525.44
taxi116;198418.63;193508.69;4909.94;449214.31
taxi237;137561.24;127610.69;9950.55;292366.51
taxi117;177840.85;163650.28;14190.57;389551.53
taxi238;267087.98;257724.52;9363.45;646783.17
taxi118;132018.04;127052.22;4965.82;245596.81
taxi239;85149.82;78642.45;6507.36;163665.36
taxi119;214317.42;190050.36;24267.06;395256.4
taxi101;232810.58;225648.9;7161.68;548111.39
taxi222;166016.86;155248.16;10768.7;361711.07
taxi102;128309.99;118843.2;9466.79;289944.1
