RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;826.0;826.0;0.0
drt_1952;953.0;953.0;0.0
drt_1951;367.0;367.0;0.0
drt_1950;370.0;370.0;0.0
drt_1949;270.0;270.0;0.0
drt_1948;586.0;525.0;61.0
drt_1947;497.0;497.0;0.0
drt_1946;242.0;244.0;-2.0
drt_1945;73.0;75.0;-2.0
drt_1944;437.0;376.0;61.0
drt_1943;1103.0;243.0;860.0
drt_1942;817.0;756.0;61.0
drt_1941;442.0;381.0;61.0
drt_1940;250.0;250.0;0.0
drt_1939;663.0;663.0;0.0
drt_1938;1097.0;1097.0;0.0
drt_1937;911.0;621.0;290.0
drt_1936;1059.0;1059.0;0.0
drt_1935;1148.0;1148.0;0.0
drt_1934;465.0;465.0;0.0
drt_1933;110.0;112.0;-2.0
drt_1932;295.0;295.0;0.0
drt_1975;611.0;611.0;0.0
drt_1974;1082.0;1047.0;35.0
drt_1973;132.0;132.0;0.0
drt_1972;240.0;240.0;0.0
drt_1971;103.0;103.0;0.0
drt_1970;1143.0;1143.0;0.0
drt_1969;254.0;256.0;-2.0
drt_1968;994.0;990.0;4.0
drt_1967;1129.0;1044.0;85.0
drt_1966;211.0;211.0;0.0
drt_1965;792.0;792.0;0.0
drt_1964;1132.0;1125.0;7.0
drt_1963;61.0;61.0;0.0
drt_1962;69.0;69.0;0.0
drt_1961;474.0;474.0;0.0
drt_1960;1043.0;736.0;307.0
drt_1959;735.0;729.0;6.0
drt_1958;1121.0;1118.0;3.0
drt_1957;633.0;563.0;70.0
drt_1956;293.0;293.0;0.0
drt_1955;1097.0;1027.0;70.0
drt_1954;1116.0;1116.0;0.0
drt_4190;164.0;166.0;-2.0
drt_4192;61.0;61.0;0.0
drt_4191;1076.0;1076.0;0.0
drt_4194;932.0;901.0;31.0
drt_4193;777.0;452.0;325.0
drt_4196;93.0;93.0;0.0
drt_4195;166.0;166.0;0.0
drt_4198;575.0;575.0;0.0
drt_1909;380.0;380.0;0.0
drt_4197;947.0;947.0;0.0
drt_1908;1112.0;1110.0;2.0
drt_1907;888.0;888.0;0.0
drt_4199;213.0;215.0;-2.0
drt_205;684.0;684.0;0.0
drt_1906;866.0;866.0;0.0
drt_206;625.0;625.0;0.0
drt_1905;516.0;516.0;0.0
drt_203;1031.0;664.0;367.0
drt_1904;391.0;357.0;34.0
drt_204;131.0;131.0;0.0
drt_1903;427.0;427.0;0.0
drt_201;928.0;797.0;131.0
drt_1902;594.0;594.0;0.0
drt_202;208.0;208.0;0.0
drt_1901;478.0;478.0;0.0
drt_1900;1165.0;202.0;963.0
drt_200;318.0;318.0;0.0
drt_209;69.0;69.0;0.0
drt_207;80.0;80.0;0.0
drt_208;111.0;111.0;0.0
drt_216;1008.0;827.0;181.0
drt_217;792.0;792.0;0.0
drt_214;360.0;360.0;0.0
drt_215;319.0;258.0;61.0
drt_212;471.0;471.0;0.0
drt_213;175.0;177.0;-2.0
drt_210;705.0;653.0;52.0
drt_211;123.0;123.0;0.0
drt_1931;1174.0;1174.0;0.0
drt_1930;407.0;407.0;0.0
drt_218;109.0;109.0;0.0
drt_219;342.0;281.0;61.0
drt_4170;400.0;400.0;0.0
drt_4172;302.0;304.0;-2.0
drt_220;600.0;539.0;61.0
drt_4171;740.0;250.0;490.0
drt_4174;124.0;124.0;0.0
drt_4173;1105.0;965.0;140.0
drt_4176;513.0;513.0;0.0
drt_4175;234.0;234.0;0.0
drt_4178;102.0;102.0;0.0
drt_1929;1066.0;1005.0;61.0
drt_4177;1212.0;1178.0;34.0
drt_227;500.0;270.0;230.0
drt_1928;820.0;820.0;0.0
drt_228;423.0;210.0;213.0
drt_1927;289.0;291.0;-2.0
drt_4179;620.0;620.0;0.0
drt_225;368.0;368.0;0.0
drt_1926;1090.0;1090.0;0.0
drt_226;83.0;83.0;0.0
drt_1925;547.0;547.0;0.0
drt_223;107.0;109.0;-2.0
drt_1924;728.0;360.0;368.0
drt_224;1200.0;330.0;870.0
drt_1923;277.0;279.0;-2.0
drt_221;157.0;157.0;0.0
drt_1922;669.0;597.0;72.0
drt_222;92.0;92.0;0.0
drt_1921;1001.0;1001.0;0.0
drt_1920;313.0;313.0;0.0
drt_229;61.0;61.0;0.0
drt_4181;161.0;161.0;0.0
drt_4180;495.0;430.0;65.0
drt_230;581.0;366.0;215.0
drt_4183;370.0;370.0;0.0
drt_231;100.0;100.0;0.0
drt_4182;384.0;384.0;0.0
drt_4185;410.0;410.0;0.0
drt_4184;1119.0;1119.0;0.0
drt_4187;922.0;922.0;0.0
drt_4186;100.0;100.0;0.0
drt_1919;758.0;758.0;0.0
drt_4189;308.0;195.0;113.0
drt_1918;1084.0;1084.0;0.0
drt_4188;201.0;201.0;0.0
drt_238;160.0;162.0;-2.0
drt_1917;1161.0;1161.0;0.0
drt_239;130.0;130.0;0.0
drt_1916;977.0;977.0;0.0
drt_236;78.0;78.0;0.0
drt_1915;883.0;883.0;0.0
drt_237;69.0;69.0;0.0
drt_1914;586.0;457.0;129.0
drt_234;762.0;759.0;3.0
drt_1913;613.0;613.0;0.0
drt_235;262.0;262.0;0.0
drt_1912;1043.0;1043.0;0.0
drt_232;591.0;440.0;151.0
drt_1911;963.0;958.0;5.0
drt_233;319.0;319.0;0.0
drt_1910;134.0;134.0;0.0
drt_4150;425.0;425.0;0.0
drt_5481;389.0;389.0;0.0
drt_5480;314.0;314.0;0.0
drt_4152;103.0;103.0;0.0
drt_5483;78.0;78.0;0.0
drt_4151;504.0;504.0;0.0
drt_5482;567.0;295.0;272.0
drt_4154;102.0;102.0;0.0
drt_5485;903.0;226.0;677.0
drt_4153;846.0;846.0;0.0
drt_5484;997.0;966.0;31.0
drt_4156;348.0;348.0;0.0
drt_5487;156.0;158.0;-2.0
drt_4155;189.0;191.0;-2.0
drt_5486;327.0;128.0;199.0
drt_4158;61.0;61.0;0.0
drt_5489;138.0;127.0;11.0
drt_4157;625.0;606.0;19.0
drt_5488;479.0;210.0;269.0
drt_4159;903.0;568.0;335.0
drt_5490;524.0;524.0;0.0
drt_4161;1026.0;1026.0;0.0
drt_5492;61.0;61.0;0.0
drt_4160;869.0;869.0;0.0
drt_5491;147.0;147.0;0.0
drt_4163;115.0;117.0;-2.0
drt_5494;61.0;61.0;0.0
drt_4162;654.0;573.0;81.0
drt_5493;115.0;115.0;0.0
drt_4165;611.0;550.0;61.0
drt_5496;104.0;104.0;0.0
drt_4164;476.0;476.0;0.0
drt_5495;307.0;183.0;124.0
drt_4167;167.0;167.0;0.0
drt_5498;185.0;185.0;0.0
drt_4166;489.0;489.0;0.0
drt_5497;61.0;61.0;0.0
drt_4169;773.0;469.0;304.0
drt_4168;935.0;933.0;2.0
drt_5499;178.0;180.0;-2.0
drt_6791;692.0;690.0;2.0
drt_6792;218.0;218.0;0.0
drt_4130;265.0;265.0;0.0
drt_5461;433.0;432.0;1.0
drt_5460;583.0;455.0;128.0
drt_6790;127.0;129.0;-2.0
drt_4132;120.0;120.0;0.0
drt_5463;306.0;306.0;0.0
drt_6795;466.0;466.0;0.0
drt_4131;606.0;606.0;0.0
drt_5462;743.0;302.0;441.0
drt_6796;228.0;230.0;-2.0
drt_4134;150.0;150.0;0.0
drt_5465;130.0;130.0;0.0
drt_6793;130.0;130.0;0.0
drt_4133;251.0;251.0;0.0
drt_5464;516.0;516.0;0.0
drt_6794;825.0;703.0;122.0
drt_4136;518.0;518.0;0.0
drt_5467;104.0;104.0;0.0
drt_6799;309.0;309.0;0.0
drt_4135;689.0;402.0;287.0
drt_5466;184.0;186.0;-2.0
drt_4138;291.0;291.0;0.0
drt_5469;248.0;248.0;0.0
drt_6797;248.0;248.0;0.0
drt_4137;880.0;880.0;0.0
drt_5468;483.0;348.0;135.0
drt_6798;454.0;454.0;0.0
drt_4139;362.0;244.0;118.0
drt_5470;212.0;212.0;0.0
drt_4141;958.0;777.0;181.0
drt_5472;472.0;472.0;0.0
drt_4140;380.0;291.0;89.0
drt_5471;285.0;285.0;0.0
drt_4143;297.0;299.0;-2.0
drt_5474;61.0;61.0;0.0
drt_4142;757.0;686.0;71.0
drt_5473;626.0;626.0;0.0
drt_4145;445.0;445.0;0.0
drt_5476;711.0;680.0;31.0
drt_4144;983.0;651.0;332.0
drt_5475;181.0;181.0;0.0
drt_4147;208.0;208.0;0.0
drt_5478;61.0;61.0;0.0
drt_4146;141.0;143.0;-2.0
drt_5477;185.0;185.0;0.0
drt_4149;665.0;463.0;202.0
drt_4148;719.0;718.0;1.0
drt_5479;1189.0;1033.0;156.0
drt_6770;1089.0;936.0;153.0
drt_4110;703.0;635.0;68.0
drt_5441;285.0;285.0;0.0
drt_6773;96.0;96.0;0.0
drt_5440;420.0;420.0;0.0
drt_6774;924.0;924.0;0.0
drt_4112;593.0;593.0;0.0
drt_5443;625.0;625.0;0.0
drt_6771;375.0;375.0;0.0
drt_4111;1145.0;1077.0;68.0
drt_5442;374.0;374.0;0.0
drt_6772;410.0;410.0;0.0
drt_4114;316.0;316.0;0.0
drt_5445;218.0;220.0;-2.0
drt_6777;483.0;481.0;2.0
drt_4113;720.0;286.0;434.0
drt_5444;454.0;454.0;0.0
drt_6778;497.0;497.0;0.0
drt_4116;1132.0;1132.0;0.0
drt_5447;307.0;307.0;0.0
drt_6775;509.0;509.0;0.0
drt_4115;915.0;915.0;0.0
drt_5446;174.0;176.0;-2.0
drt_6776;79.0;79.0;0.0
drt_4118;220.0;220.0;0.0
drt_5449;130.0;130.0;0.0
drt_4117;184.0;186.0;-2.0
drt_5448;160.0;160.0;0.0
drt_6779;368.0;368.0;0.0
drt_4119;248.0;250.0;-2.0
drt_6780;313.0;160.0;153.0
drt_6781;490.0;488.0;2.0
drt_5450;95.0;95.0;0.0
drt_4121;61.0;61.0;0.0
drt_5452;92.0;92.0;0.0
drt_6784;757.0;756.0;1.0
drt_4120;1074.0;940.0;134.0
drt_5451;585.0;279.0;306.0
drt_6785;434.0;434.0;0.0
drt_4123;775.0;580.0;195.0
drt_5454;355.0;110.0;245.0
drt_6782;789.0;789.0;0.0
drt_4122;237.0;237.0;0.0
drt_5453;761.0;170.0;591.0
drt_6783;1066.0;995.0;71.0
drt_4125;352.0;352.0;0.0
drt_5456;190.0;192.0;-2.0
drt_6788;375.0;375.0;0.0
drt_4124;170.0;170.0;0.0
drt_5455;157.0;159.0;-2.0
drt_6789;195.0;195.0;0.0
drt_4127;462.0;462.0;0.0
drt_5458;202.0;202.0;0.0
drt_6786;290.0;290.0;0.0
drt_4126;698.0;698.0;0.0
drt_5457;95.0;97.0;-2.0
drt_6787;994.0;994.0;0.0
drt_4129;873.0;798.0;75.0
drt_4128;679.0;532.0;147.0
drt_5459;87.0;87.0;0.0
drt_5419;167.0;167.0;0.0
drt_6751;1164.0;1164.0;0.0
drt_6752;482.0;482.0;0.0
drt_5421;639.0;549.0;90.0
drt_5420;100.0;100.0;0.0
drt_6750;560.0;189.0;371.0
drt_5423;144.0;143.0;1.0
drt_6755;704.0;702.0;2.0
drt_5422;412.0;412.0;0.0
drt_6756;160.0;162.0;-2.0
drt_5425;941.0;240.0;701.0
drt_6753;1099.0;926.0;173.0
drt_5424;582.0;582.0;0.0
drt_6754;1067.0;869.0;198.0
drt_5427;1034.0;333.0;701.0
drt_6759;704.0;704.0;0.0
drt_5426;387.0;387.0;0.0
drt_5429;215.0;215.0;0.0
drt_6757;181.0;181.0;0.0
drt_5428;615.0;562.0;53.0
drt_6758;807.0;431.0;376.0
drt_5430;71.0;71.0;0.0
drt_6762;87.0;87.0;0.0
drt_6763;437.0;437.0;0.0
drt_4101;412.0;412.0;0.0
drt_5432;83.0;83.0;0.0
drt_6760;195.0;195.0;0.0
drt_4100;929.0;584.0;345.0
drt_5431;476.0;476.0;0.0
drt_6761;1057.0;525.0;532.0
drt_4103;689.0;689.0;0.0
drt_5434;699.0;646.0;53.0
drt_6766;749.0;612.0;137.0
drt_4102;333.0;272.0;61.0
drt_5433;61.0;61.0;0.0
drt_6767;500.0;500.0;0.0
drt_4105;616.0;616.0;0.0
drt_5436;243.0;166.0;77.0
drt_6764;598.0;293.0;305.0
drt_4104;713.0;713.0;0.0
drt_5435;297.0;178.0;119.0
drt_6765;1231.0;642.0;589.0
drt_4107;604.0;603.0;1.0
drt_5438;79.0;81.0;-2.0
drt_4106;531.0;530.0;1.0
drt_5437;116.0;118.0;-2.0
drt_4109;686.0;686.0;0.0
drt_6768;1015.0;529.0;486.0
drt_4108;218.0;220.0;-2.0
drt_5439;125.0;127.0;-2.0
drt_6769;691.0;446.0;245.0
drt_5519;267.0;267.0;0.0
drt_5518;178.0;178.0;0.0
drt_6849;624.0;457.0;167.0
drt_6850;61.0;61.0;0.0
drt_6851;311.0;311.0;0.0
drt_5520;258.0;258.0;0.0
drt_5522;129.0;131.0;-2.0
drt_6854;757.0;757.0;0.0
drt_5521;362.0;301.0;61.0
drt_6855;400.0;237.0;163.0
drt_5524;979.0;770.0;209.0
drt_6852;1133.0;1115.0;18.0
drt_5523;109.0;109.0;0.0
drt_6853;673.0;673.0;0.0
drt_5526;61.0;61.0;0.0
drt_6858;942.0;933.0;9.0
drt_5525;380.0;380.0;0.0
drt_6859;206.0;206.0;0.0
drt_5528;221.0;220.0;1.0
drt_6856;188.0;188.0;0.0
drt_5527;138.0;138.0;0.0
drt_6857;131.0;133.0;-2.0
drt_5529;831.0;709.0;122.0
drt_6861;91.0;91.0;0.0
drt_6862;241.0;241.0;0.0
drt_4200;215.0;215.0;0.0
drt_5531;322.0;322.0;0.0
drt_5530;699.0;699.0;0.0
drt_6860;374.0;374.0;0.0
drt_4202;738.0;737.0;1.0
drt_5533;466.0;466.0;0.0
drt_6865;924.0;890.0;34.0
drt_4201;997.0;687.0;310.0
drt_5532;146.0;146.0;0.0
drt_6866;621.0;621.0;0.0
drt_4204;634.0;424.0;210.0
drt_5535;351.0;351.0;0.0
drt_6863;1058.0;715.0;343.0
drt_4203;785.0;704.0;81.0
drt_5534;219.0;219.0;0.0
drt_6864;237.0;218.0;19.0
drt_4206;61.0;61.0;0.0
drt_5537;61.0;61.0;0.0
drt_6869;732.0;721.0;11.0
drt_4205;104.0;104.0;0.0
drt_5536;159.0;159.0;0.0
drt_4208;379.0;356.0;23.0
drt_5539;306.0;167.0;139.0
drt_6867;160.0;162.0;-2.0
drt_4207;528.0;516.0;12.0
drt_5538;87.0;87.0;0.0
drt_6868;815.0;596.0;219.0
drt_6829;868.0;868.0;0.0
drt_6827;796.0;796.0;0.0
drt_6828;443.0;443.0;0.0
drt_5500;128.0;130.0;-2.0
drt_6832;767.0;767.0;0.0
drt_6833;148.0;148.0;0.0
drt_5502;205.0;205.0;0.0
drt_6830;684.0;436.0;248.0
drt_5501;88.0;88.0;0.0
drt_6831;994.0;887.0;107.0
drt_5504;340.0;340.0;0.0
drt_6836;933.0;932.0;1.0
drt_5503;283.0;283.0;0.0
drt_6837;869.0;626.0;243.0
drt_5506;337.0;337.0;0.0
drt_6834;649.0;649.0;0.0
drt_5505;240.0;242.0;-2.0
drt_6835;1093.0;547.0;546.0
drt_5508;215.0;217.0;-2.0
drt_5507;61.0;61.0;0.0
drt_6838;887.0;887.0;0.0
drt_5509;149.0;149.0;0.0
drt_6839;139.0;139.0;0.0
drt_6840;185.0;185.0;0.0
drt_5511;61.0;61.0;0.0
drt_6843;528.0;528.0;0.0
drt_5510;61.0;61.0;0.0
drt_6844;117.0;117.0;0.0
drt_5513;257.0;257.0;0.0
drt_6841;731.0;315.0;416.0
drt_5512;97.0;99.0;-2.0
drt_6842;1163.0;1163.0;0.0
drt_5515;747.0;219.0;528.0
drt_6847;354.0;354.0;0.0
drt_5514;185.0;187.0;-2.0
drt_6848;36.0;36.0;0.0
drt_5517;247.0;112.0;135.0
drt_6845;360.0;360.0;0.0
drt_5516;465.0;227.0;238.0
drt_6846;125.0;125.0;0.0
drt_6807;769.0;769.0;0.0
drt_6808;1102.0;1041.0;61.0
drt_6805;752.0;510.0;242.0
drt_6806;1131.0;827.0;304.0
drt_6809;61.0;61.0;0.0
drt_9083;848.0;517.0;331.0
drt_9082;786.0;650.0;136.0
drt_9081;167.0;167.0;0.0
drt_9080;382.0;382.0;0.0
drt_9087;514.0;514.0;0.0
drt_9086;354.0;354.0;0.0
drt_9085;1032.0;1032.0;0.0
drt_9084;170.0;170.0;0.0
drt_9089;393.0;395.0;-2.0
drt_9088;541.0;530.0;11.0
drt_6810;157.0;157.0;0.0
drt_6811;328.0;328.0;0.0
drt_6814;469.0;469.0;0.0
drt_6815;185.0;185.0;0.0
drt_6812;61.0;61.0;0.0
drt_6813;470.0;226.0;244.0
drt_6818;137.0;137.0;0.0
drt_6819;798.0;494.0;304.0
drt_6816;886.0;874.0;12.0
drt_6817;1097.0;1097.0;0.0
drt_9090;491.0;491.0;0.0
drt_9094;333.0;333.0;0.0
drt_9093;342.0;342.0;0.0
drt_9092;919.0;919.0;0.0
drt_9091;238.0;238.0;0.0
drt_9098;842.0;842.0;0.0
drt_9097;711.0;711.0;0.0
drt_9096;190.0;190.0;0.0
drt_9095;491.0;491.0;0.0
drt_9099;650.0;646.0;4.0
drt_6821;1018.0;1017.0;1.0
drt_6822;167.0;167.0;0.0
drt_6820;513.0;394.0;119.0
drt_6825;174.0;174.0;0.0
drt_6826;697.0;521.0;176.0
drt_6823;165.0;165.0;0.0
drt_6824;61.0;61.0;0.0
drt_9061;215.0;215.0;0.0
drt_9060;298.0;287.0;11.0
drt_9065;568.0;568.0;0.0
drt_9064;776.0;462.0;314.0
drt_9063;257.0;259.0;-2.0
drt_9062;650.0;650.0;0.0
drt_9069;421.0;421.0;0.0
drt_9068;221.0;221.0;0.0
drt_9067;341.0;341.0;0.0
drt_9066;300.0;300.0;0.0
drt_9072;898.0;765.0;133.0
drt_9071;61.0;61.0;0.0
drt_9070;377.0;377.0;0.0
drt_9076;161.0;161.0;0.0
drt_9075;912.0;912.0;0.0
drt_9074;215.0;215.0;0.0
drt_9073;992.0;991.0;1.0
drt_9079;230.0;230.0;0.0
drt_9078;283.0;283.0;0.0
drt_9077;1034.0;1034.0;0.0
drt_6800;710.0;709.0;1.0
drt_6803;644.0;519.0;125.0
drt_6804;561.0;561.0;0.0
drt_6801;1187.0;1186.0;1.0
drt_6802;1122.0;1120.0;2.0
drt_119;385.0;354.0;31.0
drt_9043;204.0;204.0;0.0
drt_9042;473.0;381.0;92.0
drt_9041;166.0;166.0;0.0
drt_9040;529.0;529.0;0.0
drt_120;136.0;136.0;0.0
drt_9047;184.0;184.0;0.0
drt_121;450.0;427.0;23.0
drt_9046;190.0;190.0;0.0
drt_9045;338.0;340.0;-2.0
drt_9044;338.0;340.0;-2.0
drt_9049;1012.0;714.0;298.0
drt_9048;386.0;386.0;0.0
