departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
22768.0;12052000_12052000_18153;taxi352;3991;456061.68;5731692.31;7341;454024.27;5740468.1;516.0;25316.0;2032.0;18941.03;12025.4;-3.87;23968;25421.5
22768.0;12052000_12052000_11899;taxi348;6382;454846.7;5732019.84;3018;452571.85;5731232.32;61.0;23081.0;252.0;3524.52;3524.52;-2;23968;24346
22770.0;12052000_12052000_28043;taxi327;7831;451285.68;5734617.62;10942;455448.02;5735201.58;277.0;24024.0;977.0;8200.62;5052;-2;23970;24604.5
22770.0;12052000_12052000_25701;taxi195;4070;456284.12;5731562.14;7;457803.98;5730192.41;695.0;24231.0;766.0;5624;3553.86;-2;23970;24391.5
22777.0;additional_1655;taxi117;4513;456476.07;5736852.43;10534;453349.77;5734697.9;287.0;24651.0;1587.0;15951.55;8521.54;-2.67;23977;24677.5
22777.0;12052000_12052000_31544;taxi313;6692;456163.65;5728351.45;1828;454459.98;5730206.94;428.0;24069.0;864.0;6243.95;3190.7;-2;23977;24305.5
22793.0;12052000_12052000_5039;taxi24;1743;456581.75;5732230.51;3670;456286.46;5735343.98;324.0;24267.0;1150.0;10815.28;5722.66;-2.12;23993;24710
22801.0;additional_431;taxi339;2763;454367.21;5735896.2;6701;453524.68;5735077.41;840.0;23795.0;154.0;2026.54;2026.54;-2;24001;24232
22813.0;12052000_12052000_24597;taxi91;8754;452106.09;5732854.76;5293;456634.67;5737034.23;221.0;24265.0;1231.0;12971.46;8855.36;-2.85;24013;24884.5
22814.0;12052000_12052000_26832;taxi327;10355;454504.97;5735481.45;5285;457287.41;5736417.93;1037.0;24355.0;504.0;6839.47;5609;-2;24014;24507.5
22816.0;12052000_12052000_3574;taxi357;2318;453172.74;5733018.82;3222;453662.54;5732180.51;137.0;23459.0;506.0;2316.95;1623.64;-2;24016;24257.5
22818.0;12052000_12052000_31554;taxi327;7618;451938.79;5734838.27;5327;451772.79;5735035.23;452.0;23400.0;130.0;1060.55;1060.55;-2;24018;24208.5
22820.0;additional_28;taxi357;8627;453167;5732824.62;5884;453597.52;5734703.89;218.0;24308.0;1270.0;8723.33;2771.5;-2;24020;24369.5
22821.0;additional_79;taxi355;924;456648.78;5735227.64;1804;454212.54;5734571.76;913.0;24514.0;780.0;6772.64;3933.28;-2;24021;24553.5
22836.0;additional_1936;taxi353;7986;454656.98;5736823.99;1234;453833.01;5734220.84;190.0;23769.0;743.0;4739.61;3817.15;-2;24036;24487.5
22843.0;additional_1493;taxi99;750;456407.02;5733802.67;9761;454763.39;5734505.71;99.0;23690.0;748.0;7130.07;2655.48;-2;24043;24341.5
22843.0;additional_1186;taxi390;5929;453650.33;5735950.76;3468;454844.65;5733723.75;918.0;24263.0;502.0;5316.61;4881.98;-2;24043;24505
22852.0;12052000_12052000_26613;taxi377;10870;455367.59;5730747.98;10126;454276.19;5737842.91;132.0;25111.0;2127.0;23296.49;10610.53;-3.36;24052;25156
22856.0;12052000_12052000_21774;taxi67;6163;453802.42;5735621.77;9706;454764.75;5736762.5;71.0;23122.0;195.0;2090.28;2090.28;-2;24056;24348.5
22863.0;12052000_12052000_2225;taxi292;4874;452554.05;5739181.93;738;454680.69;5732236.81;218.0;25007.0;1926.0;17367.65;9011.68;-2.97;24063;25063.5
22866.0;additional_200;taxi99;2449;456449.79;5732098.91;6779;454436.63;5734367.74;531.0;23776.0;379.0;4099.67;4099.67;-2;24066;24541.5
22872.0;12052000_12052000_20973;taxi313;9431;456521.25;5728603.54;6382;454846.7;5732019.84;195.0;24366.0;1299.0;10064.12;5995.55;-2.11;24072;24684
22885.0;12052000_12052000_25743;taxi355;8389;457723.59;5736402.45;8508;453349.77;5734697.9;575.0;24734.0;1274.0;11019.02;6001.48;-2.27;24085;24943
22888.0;additional_571;taxi292;14;451698.05;5736305.58;5887;453537.94;5734703.59;811.0;24374.0;675.0;6686.76;3362.36;-2;24088;24419.5
22892.0;additional_258;taxi355;3671;456442.27;5735416.48;3024;454112.09;5735721.88;1053.0;24290.0;345.0;3868.75;2907.69;-2;24092;24449
22896.0;12052000_12052000_24878;taxi227;8582;457951.14;5734931.91;884;456721.41;5731913.75;928.0;24890.0;1066.0;12806.99;6717.19;-2.38;24096;24894
22901.0;additional_1427;taxi357;3254;453674.29;5732225.92;10209;455426.05;5733879.6;685.0;23959.0;373.0;3819.8;2837.69;-2;24101;24381.5
22911.0;additional_1744;taxi365;7620;452046.72;5734307.65;1803;453915.65;5734524.12;225.0;23379.0;243.0;2739.26;2739.26;-2;24111;24475.5
22911.0;additional_558;taxi357;3202;453361.76;5732291.91;9760;454807.15;5734389.25;316.0;24091.0;864.0;5950.31;3610.75;-2;24111;24501
22913.0;12052000_12052000_31333;taxi175;644;452946.29;5736253.2;4477;456592.9;5734704.22;314.0;24608.0;1381.0;11435.9;5054.02;-2;24113;24648.5
22918.0;12052000_12052000_9129;taxi327;6712;453589.09;5735010.17;1565;457684.66;5740859.73;755.0;24970.0;1297.0;16548.8;10778.06;-3.22;24118;24971.5
