vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi19;221804.24;205977.99;15826.25;527446.5
taxi6;138596.26;131409.38;7186.88;326227.72
taxi170;74351.8;73455.73;896.07;221406.63
taxi291;146321.4;131457.56;14863.84;344326.05
taxi7;111261.15;98101.21;13159.94;246535.76
taxi171;93783.7;91358.07;2425.63;213525.37
taxi292;176560.82;163801.59;12759.23;417570.65
taxi8;88173.68;85376.45;2797.23;214011.77
taxi172;59592.73;58109.78;1482.95;152111.12
taxi293;95839.54;94592.93;1246.61;247906.1
taxi9;121776.35;117093.28;4683.07;279810.44
taxi173;140113.2;136686.64;3426.56;344496.22
taxi294;96973.39;91044.88;5928.51;225719.7
taxi290;77727.34;75743.99;1983.35;173794.95
taxi178;110579.45;106897.89;3681.57;231266.27
taxi299;124436.25;117215.69;7220.56;264468.37
taxi179;118121.76;115942.88;2178.89;304665.37
taxi174;53685.81;49898.98;3786.82;148632.16
taxi295;80760.16;76241.92;4518.24;201365.59
taxi175;39953.91;39023.47;930.45;107483.24
taxi296;113573.86;96531.17;17042.69;179876.83
taxi176;102859.35;101354.85;1504.5;263776.54
taxi297;118536.07;113735.13;4800.94;251288.25
taxi177;156641.76;150586.67;6055.1;368527.04
taxi298;94112.39;86579.39;7533.01;187370.9
taxi21;61374.02;57047.05;4326.96;153541.18
taxi20;144871.87;140272.84;4599.04;426664.01
taxi23;97534.35;88427.51;9106.84;250906.67
taxi22;125129.56;122038.81;3090.75;301021.56
taxi25;223837.58;213308.51;10529.07;556164.67
taxi24;101206.94;99786.77;1420.17;288316.01
taxi27;145074.62;136895.5;8179.12;408108.28
taxi26;98026.22;84565.03;13461.18;203556.1
taxi29;25399.03;23423.32;1975.71;52810.4
taxi28;43395.7;42740.53;655.18;108075
taxi280;82326.46;81669.16;657.3;278363.63
taxi160;177235.75;171716.18;5519.57;511810.82
taxi281;115349.24;108850.11;6499.14;214207.91
taxi161;177520.96;163938.37;13582.58;368826.81
taxi282;152909.22;145928.48;6980.73;365092.33
taxi162;119098.91;111588.13;7510.78;289496.32
taxi283;166502.12;163525.48;2976.65;470468.38
taxi167;29354.3;28291.83;1062.47;61058.36
taxi288;73861.81;72108.76;1753.06;217550.18
taxi168;147426.55;136033.61;11392.94;292312.19
taxi289;113168.4;107272.42;5895.98;264044.45
taxi169;103110.54;98471.89;4638.65;217353.19
taxi163;143164.41;141173.43;1990.99;379382.7
taxi284;161962.62;158397.46;3565.16;377949.02
taxi164;171879.9;161064.9;10815;358860.07
taxi285;98140.84;92536.48;5604.36;217745.44
taxi165;101631.06;93926.24;7704.82;230774.93
taxi286;183020.03;174531.34;8488.69;483450.28
taxi166;135269.42;134847.31;422.11;391525.01
taxi287;89077.2;86721.75;2355.45;217912.62
taxi30;75891.58;64217.58;11674.01;155055.49
taxi32;51363.8;49787.96;1575.84;118154.3
taxi31;136686.72;131047.7;5639.02;359731.57
taxi34;131383.34;130018.04;1365.3;328720.46
taxi33;83074.23;81927.02;1147.22;201229.62
taxi112;125658.1;120273.91;5384.19;317042.86
taxi233;16502.13;16470.69;31.44;47527.03
taxi113;137694.82;136377.3;1317.52;372109.76
taxi234;64202.36;61963.71;2238.65;141461.29
taxi114;165578.92;154548.88;11030.04;411929.56
taxi235;95372.08;94048.59;1323.49;238341.63
taxi115;145677.87;134878.79;10799.07;442071.15
taxi236;168745.32;152036.97;16708.35;314126.42
taxi230;47992.11;42689.49;5302.62;89745.52
taxi110;25302.98;22765.18;2537.8;39112.67
taxi231;123278.4;117470.75;5807.65;289492.59
taxi111;61722.24;59220.46;2501.77;169053.38
taxi232;139369.05;136882.61;2486.44;298713.69
taxi116;129849.59;124613.29;5236.3;352291.32
taxi237;140190.71;128298.24;11892.47;383156.38
taxi117;69908.99;69513.89;395.1;192834.98
taxi238;104241.68;102079.37;2162.31;249000.54
taxi118;137127.2;125373.66;11753.54;308577.76
taxi239;154231.77;145420.31;8811.46;374884
taxi119;285284.39;258990.87;26293.52;586848.93
taxi101;103162.91;98887.59;4275.33;246622.37
taxi222;218721.47;206634.9;12086.57;532564.29
taxi102;129939.62;127917.59;2022.03;318120.51
taxi223;287955.3;268641.53;19313.77;732282.32
taxi103;90318.46;83976.24;6342.22;186352.19
taxi224;133540.18;132286.01;1254.17;343267.33
taxi104;216106.52;206240.97;9865.55;518888.71
taxi225;137854.44;129066.84;8787.6;286484.1
taxi220;173908.41;163370.23;10538.17;439412.28
taxi100;131462.21;125701.69;5760.52;367925.12
taxi221;150641.41;131823.71;18817.7;276484.68
taxi109;150585.76;146131.46;4454.31;399261.33
taxi105;41985.58;36933.33;5052.24;90337.95
taxi226;118213.43;112951.85;5261.58;299245.64
taxi106;196118.08;188564.5;7553.58;426567.53
taxi227;49857.32;44235.6;5621.71;128982.37
taxi107;193068.74;182064.74;11004;469289.57
taxi228;147268.27;143049.19;4219.08;362529.93
taxi108;197206.41;183518.21;13688.2;468145.32
taxi229;190607.96;183395.6;7212.36;457518.49
taxi250;102297.7;96378.58;5919.11;245771.23
taxi134;195829.3;184302.7;11526.6;490980.98
taxi255;147246.61;134551.89;12694.72;302491.17
taxi135;198754.48;188830.23;9924.25;500776.82
taxi256;229603.57;215774.74;13828.83;545666.8
taxi136;56608.3;54320.97;2287.33;157935.24
taxi257;147418.34;138635.64;8782.7;336276.47
taxi137;287548.63;275465.84;12082.79;722403.8
taxi258;95864.33;93448.17;2416.16;252796.61
taxi130;196920.43;188158.41;8762.01;455290.27
taxi251;148496.5;143058.56;5437.94;356774.04
taxi131;135485.35;125294.43;10190.92;348940.55
taxi252;94828.28;91936.49;2891.79;213596.81
taxi132;69814.05;68774.76;1039.29;182041.47
taxi253;92484.71;91865.7;619;263948.95
taxi133;116028.42;109088.81;6939.61;220871.23
taxi254;158374.3;147326.74;11047.56;395037.72
taxi138;30806.05;27653;3153.05;71667.65
taxi259;231614.09;217061.97;14552.12;510619.05
taxi139;185748.81;183218.56;2530.26;428636.25
taxi123;126180.82;114740.12;11440.7;254509.16
taxi244;67280.98;66279.89;1001.09;138949.75
taxi124;21768.05;20549.2;1218.85;55447.86
taxi245;235337.34;230078.98;5258.35;573711.01
taxi125;198541.84;182614.49;15927.36;435289.55
taxi246;101158.62;96229.06;4929.55;217504.52
taxi126;61767.93;57319.3;4448.63;143500.64
taxi247;101919.38;97566.31;4353.07;207551.02
taxi240;149872.38;141592.55;8279.83;460029.93
taxi120;149652.16;141198.01;8454.15;394317.67
taxi241;128520.09;123046.18;5473.91;310314.79
taxi121;89535.32;86464.54;3070.78;209217.51
taxi242;115404.32;112414.43;2989.9;327476.84
taxi122;114524.62;110132.6;4392.01;275003.2
taxi243;180416.85;168715.27;11701.57;477185.24
taxi127;224674.42;212794.99;11879.44;533417.51
taxi248;55532.99;54809.76;723.24;153117.65
taxi128;66271.66;54660.88;11610.78;119923.82
taxi249;98300.16;93529.36;4770.8;221642.04
taxi129;176344.06;163118.83;13225.23;407023.41
