RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;278.0;278.0;0.0
drt_1952;415.0;415.0;0.0
drt_1951;668.0;562.0;106.0
drt_1950;210.0;210.0;0.0
drt_1949;633.0;421.0;212.0
drt_1948;467.0;467.0;0.0
drt_1947;236.0;238.0;-2.0
drt_1946;594.0;594.0;0.0
drt_1945;15.0;15.0;0.0
drt_1944;121.0;120.0;1.0
drt_1943;623.0;623.0;0.0
drt_1942;20.0;20.0;0.0
drt_1941;558.0;557.0;1.0
drt_1940;635.0;631.0;4.0
drt_1939;500.0;500.0;0.0
drt_1938;659.0;659.0;0.0
drt_1937;339.0;339.0;0.0
drt_1936;217.0;217.0;0.0
drt_1935;539.0;462.0;77.0
drt_1934;97.0;97.0;0.0
drt_1933;664.0;664.0;0.0
drt_1932;301.0;301.0;0.0
drt_1975;216.0;216.0;0.0
drt_1974;468.0;468.0;0.0
drt_1973;595.0;595.0;0.0
drt_1972;690.0;690.0;0.0
drt_1971;396.0;396.0;0.0
drt_1970;271.0;271.0;0.0
drt_1969;383.0;383.0;0.0
drt_1968;695.0;692.0;3.0
drt_1967;662.0;662.0;0.0
drt_1966;704.0;699.0;5.0
drt_1965;331.0;331.0;0.0
drt_1964;632.0;632.0;0.0
drt_1963;535.0;535.0;0.0
drt_1962;683.0;472.0;211.0
drt_1961;647.0;647.0;0.0
drt_1960;469.0;469.0;0.0
drt_1959;503.0;503.0;0.0
drt_1958;605.0;368.0;237.0
drt_1957;692.0;692.0;0.0
drt_1956;441.0;441.0;0.0
drt_1955;204.0;201.0;3.0
drt_1954;365.0;360.0;5.0
drt_4190;517.0;517.0;0.0
drt_4192;66.0;66.0;0.0
drt_4191;530.0;530.0;0.0
drt_4194;581.0;581.0;0.0
drt_4193;336.0;135.0;201.0
drt_4196;107.0;107.0;0.0
drt_4195;237.0;237.0;0.0
drt_4198;134.0;136.0;-2.0
drt_1909;336.0;243.0;93.0
drt_4197;262.0;264.0;-2.0
drt_1908;45.0;45.0;0.0
drt_1907;231.0;231.0;0.0
drt_4199;291.0;291.0;0.0
drt_205;394.0;221.0;173.0
drt_1906;509.0;509.0;0.0
drt_206;102.0;102.0;0.0
drt_1905;682.0;599.0;83.0
drt_203;664.0;664.0;0.0
drt_1904;280.0;280.0;0.0
drt_204;101.0;101.0;0.0
drt_1903;262.0;262.0;0.0
drt_201;93.0;93.0;0.0
drt_1902;588.0;588.0;0.0
drt_202;208.0;208.0;0.0
drt_1901;215.0;215.0;0.0
drt_1900;362.0;362.0;0.0
drt_200;76.0;76.0;0.0
drt_209;159.0;159.0;0.0
drt_207;80.0;80.0;0.0
drt_208;96.0;96.0;0.0
drt_216;85.0;85.0;0.0
drt_217;628.0;325.0;303.0
drt_214;434.0;434.0;0.0
drt_215;81.0;83.0;-2.0
drt_212;471.0;471.0;0.0
drt_213;249.0;249.0;0.0
drt_210;104.0;104.0;0.0
drt_211;123.0;123.0;0.0
drt_1931;366.0;366.0;0.0
drt_1930;393.0;393.0;0.0
drt_218;403.0;292.0;111.0
drt_219;573.0;573.0;0.0
drt_4170;676.0;676.0;0.0
drt_4172;382.0;382.0;0.0
drt_220;362.0;364.0;-2.0
drt_4171;602.0;602.0;0.0
drt_4174;101.0;101.0;0.0
drt_4173;503.0;404.0;99.0
drt_4176;689.0;670.0;19.0
drt_4175;76.0;78.0;-2.0
drt_4178;135.0;135.0;0.0
drt_1929;122.0;122.0;0.0
drt_4177;521.0;521.0;0.0
