runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m;7 pax distance_m;8 pax distance_m
NA;0;1911117.39;9670926.18;8953922.65;7780157.84;5254590.4;2449846.68;746350.21;96828.37;26201.06
