vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi79;102487.19;96444.63;6042.56;228903.44
taxi81;102409.73;97082.27;5327.46;220778.99
taxi80;87343.87;81979.68;5364.19;217502.86
taxi83;238027.17;223995.05;14032.12;489553.08
taxi82;21225.35;18794.69;2430.66;47995.38
taxi85;120514;114191.15;6322.85;260312.71
taxi84;109705.89;107015.53;2690.36;285095.02
taxi87;17060.96;15416.65;1644.31;43158.67
taxi86;18936.29;18095.91;840.39;41890.13
taxi89;178226.04;164915.31;13310.74;372770.03
taxi88;108720.18;100707.3;8012.88;203945.49
taxi90;99541.17;96833.26;2707.92;238983.5
taxi92;242004.56;221487.42;20517.14;491551.43
taxi91;101622.33;96734.44;4887.89;205989.05
taxi94;58507.64;57189.88;1317.76;168809.28
taxi93;119363.42;112630.14;6733.27;259480.43
taxi96;191583.58;185356.53;6227.05;453038.14
taxi95;81400.44;68236.55;13163.89;137335.21
taxi98;61905.72;58736.81;3168.91;156280.48
taxi97;96211.03;95021.32;1189.72;203645.89
taxi99;186892.22;174886.19;12006.04;437248.01
taxi211;113561.46;109702.86;3858.6;265835.92
taxi212;176146.1;168061.22;8084.88;449348.42
taxi213;194233.55;189724.59;4508.97;412344.31
taxi214;76760.26;67240.19;9520.07;147457.11
taxi210;112149.94;102776.63;9373.3;203903.98
taxi219;124852.43;117228.73;7623.69;305611.01
taxi215;209323.75;201280;8043.75;491981.97
taxi216;159556.42;142083.14;17473.28;281171.22
taxi217;194626.63;182248.62;12378.01;477006.1
taxi218;204831.48;200493.09;4338.4;578622.04
taxi200;143093.14;134801.17;8291.97;253430.19
taxi201;217705.11;210485.28;7219.83;459164.9
taxi202;112495.55;109771.92;2723.63;252239.63
taxi203;152070.41;138355.2;13715.21;304631.57
taxi208;62948.25;58854.95;4093.3;131578.19
taxi209;65156.55;63597;1559.56;174034.68
taxi204;112501.12;106077.81;6423.31;228763.08
taxi205;95959.59;92688.08;3271.51;238217.65
taxi206;165824.95;156425.74;9399.21;397676.48
taxi207;67226.52;62103.26;5123.26;137205.51
taxi36;77445.16;76351.44;1093.72;186003.3
taxi35;211783.97;197938.48;13845.49;384013.27
taxi38;118618.19;112628.65;5989.54;271704.36
taxi37;36829.12;33632.89;3196.24;88073.37
taxi39;173082.82;160243.43;12839.39;390172.99
taxi192;167607.45;153575.66;14031.8;429681.71
taxi193;121257.27;117459.64;3797.63;252018.97
taxi194;159720.87;150995.38;8725.5;366546.03
taxi195;33473.19;30519.1;2954.09;67311.88
taxi190;218983.67;206710.05;12273.62;554483.26
taxi191;124808.68;120561.92;4246.76;262970.85
taxi196;123142.89;110555.12;12587.78;268223.47
taxi197;138515.91;127952.04;10563.87;310745.99
taxi198;117692.67;110655.77;7036.89;246111.6
taxi199;163654.12;154523.14;9130.98;401050.14
taxi41;89690.48;85550.6;4139.87;194190.68
taxi40;87919.74;83969.28;3950.45;187193.76
taxi43;135223.84;131461.13;3762.71;315640.48
taxi42;182646.95;171962.14;10684.81;391203.33
taxi45;109953.15;102485.62;7467.53;231121.77
taxi44;149032.51;142964.67;6067.84;375119.98
taxi47;116062.54;112810.91;3251.64;238244.75
taxi46;76623.87;70860.12;5763.75;156533.17
taxi49;165299.46;163291.64;2007.82;409132.93
taxi48;189281.58;181719.81;7561.77;426886.84
taxi181;161367.91;154261.96;7105.95;372659.82
taxi182;184479.78;167864.79;16614.99;368725.74
taxi183;104306.29;98335.12;5971.18;219197.88
taxi184;178893.2;168774.62;10118.58;391601.97
taxi180;109296.44;102389.69;6906.76;243578.21
taxi189;89109.12;86473.32;2635.8;209571.04
taxi185;122772.68;114246.85;8525.83;254306.43
taxi186;110571.98;107809.61;2762.38;269777.47
taxi187;251206.95;240666.32;10540.63;591782.81
taxi188;98793.17;96148.91;2644.26;202541.79
taxi50;53614.5;52453.01;1161.49;148712.73
taxi52;139967.76;136267.03;3700.73;331954.94
taxi51;69123.46;66194.27;2929.19;170773.79
taxi54;91596.04;89192.36;2403.68;169185.2
taxi53;31621.17;31017.51;603.67;60728.29
taxi56;76836.37;75469.36;1367.01;173216.72
taxi55;51905.22;51529.85;375.38;157418.08
taxi58;76768.72;72732.48;4036.24;162126.05
taxi57;27686.73;25576;2110.73;59444.72
taxi59;122395.46;118431.84;3963.62;271379.74
taxi61;79998.32;78444.08;1554.24;190534.9
taxi60;151940.05;141348.16;10591.89;311965.86
taxi63;59015.75;56047.88;2967.87;113349.76
taxi62;64397.74;62211.29;2186.45;116370.51
taxi65;145270.78;143172.36;2098.42;322947.26
taxi64;189211.44;184486.65;4724.79;461441.32
taxi67;187921.21;179026.61;8894.61;457137.65
taxi66;151126.47;139936.72;11189.75;327681.08
taxi69;249666.68;242473.66;7193.02;593954.22
taxi68;91783.64;86671.85;5111.78;205913.3
taxi70;162313.56;153679.03;8634.52;409510.25
taxi72;217897.4;204607.65;13289.76;517205.45
taxi71;94187.68;86230.78;7956.9;161790.91
taxi74;69866.03;67461.59;2404.44;202599.89
taxi73;152132.05;142258.79;9873.26;372704.34
taxi76;23432.03;20873.62;2558.41;34612.82
taxi75;91191.6;89371.57;1820.03;209429.9
taxi78;242533.72;233598.52;8935.19;548630.09
taxi77;96143.11;90672.06;5471.05;189039.03
taxi270;177785.35;167404.78;10380.57;399056.23
taxi150;166043.63;162289.81;3753.82;429203.45
taxi271;163345.01;148955.86;14389.15;358801.91
taxi151;152425.69;142562.07;9863.62;320258.43
taxi272;166951.93;160249.16;6702.78;416838
taxi156;171782.71;166384.85;5397.86;395491.52
taxi277;140335.6;135455.09;4880.51;310283.97
taxi157;186650.67;163249.99;23400.68;360827.82
taxi278;57200.66;48975.44;8225.23;107957.7
taxi158;86369.33;78196.12;8173.21;151595.49
taxi279;127140.31;120902.21;6238.1;264840.93
taxi159;35864.45;33065.02;2799.42;56752.97
taxi152;82531.91;72434.41;10097.5;173050.5
taxi273;174691.77;166700.07;7991.7;397829.05
taxi153;207500.73;197671.2;9829.54;457484.42
taxi274;84744.62;76301.16;8443.47;145238.32
taxi154;76245.85;74822.92;1422.93;173056.96
taxi275;132136.31;125196.55;6939.77;358080.87
taxi155;67040.73;66387.09;653.64;166888.46
taxi276;51288.36;41834.86;9453.5;97122.84
taxi260;144769.53;142648.71;2120.81;339609.1
taxi140;167475.29;156173.33;11301.96;353245.14
taxi261;142265.23;131499.25;10765.97;305351.32
taxi145;130229.36;125392.77;4836.6;301429.14
taxi266;227474.02;219157.37;8316.66;494253.12
taxi146;89418.86;88960.55;458.31;167902.6
taxi267;99120.94;86394.33;12726.62;187931.48
taxi147;130736.91;123964.72;6772.19;305637.19
taxi268;186856.55;179824.33;7032.22;455036.81
taxi148;158648.8;153973.88;4674.92;347093.7
taxi269;111078;110760.18;317.82;225991.73
taxi141;156645.93;154242.33;2403.6;368324.49
taxi262;136689.02;132581.49;4107.52;273802.19
taxi142;166160.86;153971.79;12189.07;343664.22
taxi263;133526.56;124425.97;9100.59;261208.96
taxi143;165215.82;159242.95;5972.87;335653.69
taxi264;118721.65;108669.62;10052.03;275097.07
taxi144;152860.73;144227.92;8632.81;324936.78
taxi265;101720.5;95671.44;6049.06;203884.98
taxi10;264515.8;239291.69;25224.11;557064.1
taxi149;87981.57;85805.16;2176.41;238206.46
taxi12;159967.53;155837.76;4129.77;456139.58
taxi11;249008.05;229473.78;19534.27;496268.32
taxi14;85804.8;75470.97;10333.82;167144.22
taxi13;178008.69;172233.01;5775.68;419372.93
taxi0;72265.37;62371.93;9893.44;155437.47
taxi16;145113.9;135652.06;9461.83;313958.78
taxi1;256879.05;232742.48;24136.57;513965.07
taxi15;134705.37;128659.23;6046.14;270657.97
taxi2;93099.11;90894.12;2204.98;288383.55
taxi18;81145.46;78400.6;2744.85;176441.39
taxi3;118037.65;105482.84;12554.81;268928.23
taxi17;134238.05;126170.21;8067.84;325756.49
taxi4;120755.92;115392.41;5363.51;287395
taxi5;45387.37;43016.43;2370.94;97011.82
taxi19;176891.78;164914.81;11976.97;416142.89
taxi6;124921.64;118117.97;6803.67;266534.04
taxi170;146851.52;138115.4;8736.12;306101.85
taxi291;74327.74;73355.62;972.12;182998.85
taxi7;153149.75;148555.76;4593.99;379269.71
taxi171;18143.64;18025.55;118.09;46809.72
taxi292;175337.86;163180.35;12157.5;346191.67
taxi8;112896.56;102353.09;10543.47;254689.64
taxi172;191111.93;180885.62;10226.31;387316.59
taxi293;178024.5;173056.16;4968.34;453616.05
taxi9;166885.31;158290.84;8594.47;387620.79
taxi173;172502.52;171095.03;1407.49;395340.62
taxi294;117465.9;110331.15;7134.75;253756.17
taxi290;89798.18;87050.85;2747.33;220719.85
taxi178;68703.66;66438.11;2265.55;179240.43
taxi299;47444.23;46374.75;1069.49;135974.64
taxi179;202440.24;198544.34;3895.9;499008.85
taxi174;66365.32;61752.29;4613.03;141160.88
taxi295;49853.84;48740.3;1113.54;137745.89
taxi175;122040.18;119709.99;2330.18;222938.02
taxi296;69643.17;65751.35;3891.82;146851.82
taxi176;161810.15;156102.49;5707.66;393902.06
taxi297;83589.89;79368.36;4221.53;205170.65
taxi177;149908.26;142051.38;7856.88;344149.88
taxi298;64390.57;63654.82;735.75;138744.51
taxi21;215612.56;209874.98;5737.58;523764.12
taxi20;108251.16;105407.99;2843.17;236052.32
taxi23;156460.71;153621.63;2839.09;344256.02
taxi22;150704.95;144475.48;6229.47;302222.51
taxi25;56554.61;55430.9;1123.71;120962.73
taxi24;169921.31;139520.64;30400.67;336055
taxi27;58387.78;57867.31;520.47;162293.24
taxi26;97382.83;89506.68;7876.15;230421.05
taxi29;151250.59;143897.72;7352.87;344835.45
taxi28;188823.33;175543.26;13280.07;442605.75
taxi280;102695.84;95314.71;7381.13;244892.6
taxi160;230627.85;213933.65;16694.2;482545.65
taxi281;85492.74;79488.9;6003.84;210700.37
taxi161;111998.04;107557.96;4440.08;250300.54
taxi282;134853.81;129325.1;5528.7;287921.77
taxi162;91511.59;87722.14;3789.45;189578.67
taxi283;118430.82;104310.74;14120.08;241804.81
taxi167;91555.27;87510.03;4045.25;222721.85
taxi288;136232.15;124156.16;12075.99;350742.46
taxi168;115944.69;103969.69;11974.99;245837.52
taxi289;65361.6;63446.33;1915.27;150409.21
taxi169;145945.46;130536.15;15409.32;313302.16
taxi163;113295.6;101352.08;11943.52;304904.1
taxi284;122679.65;119265.57;3414.08;285314.21
taxi164;262784.85;248975.81;13809.03;635878.42
taxi285;135167.95;121317.13;13850.82;350673.83
taxi165;115516.35;108153.13;7363.22;261471.53
taxi286;223672.01;206546.57;17125.44;462425.19
taxi166;192391.39;186083.75;6307.64;449605.31
taxi287;238439.49;234913.39;3526.1;589389.56
taxi30;106382.1;104384.22;1997.88;258021.11
taxi32;163247.52;159156.95;4090.57;359651.14
taxi31;91239.84;84878.75;6361.09;205521.27
taxi34;12262.39;12132.92;129.47;33829.79
taxi33;42674.46;41861.29;813.17;127737.06
taxi112;14725.6;14680.73;44.87;50860.02
taxi233;140435.76;131159.76;9276;273859.08
taxi113;60433.91;60194.95;238.96;146166.66
taxi234;54758.82;52046.85;2711.97;134101.79
taxi114;208293.67;199403.31;8890.36;415839.05
taxi235;145660.55;133396.86;12263.69;320073.85
taxi115;211528.21;200813.26;10714.94;462383.02
taxi236;150439.98;143115.1;7324.88;329460.35
taxi230;33203.61;33054.95;148.66;85575.38
taxi110;38292.07;32074.97;6217.09;69520.3
taxi231;99814.51;95624.22;4190.29;231576.85
taxi111;155626.12;148257.63;7368.49;315541.71
taxi232;219377.19;208219.44;11157.74;465431.25
taxi116;162097.9;151512;10585.9;355733.23
taxi237;39296.93;35618.54;3678.4;74640.14
taxi117;8432.96;7421.31;1011.66;10006.87
taxi238;76043.28;69465.72;6577.57;195121.64
taxi118;184271.26;177054.49;7216.77;465972.46
taxi239;139851.1;133219.06;6632.04;342759.11
taxi119;99752.01;97954.88;1797.13;228873.78
taxi101;102488.22;91372.33;11115.89;188623.38
taxi222;22091.53;18531.89;3559.64;38436.75
taxi102;53369.86;47560.04;5809.81;120134.14
taxi223;81654.88;80615.69;1039.19;181194.88
taxi103;147817.01;132023.71;15793.3;270835.94
taxi224;80844.38;76868.37;3976.01;203202.43
taxi104;108525.43;106719.33;1806.1;229248.63
taxi225;84747.27;76841.26;7906.01;171873.19
taxi220;136794.82;130461.05;6333.77;243089.81
taxi100;169353.19;162256.87;7096.33;351885.63
taxi221;128861.13;127687.3;1173.83;335582.23
taxi109;74078.01;70796.93;3281.08;183021.9
taxi105;104334.66;95692.7;8641.96;188033.22
taxi226;74256.83;73888.34;368.49;200397.14
taxi106;71400.73;67432.44;3968.29;174522.11
taxi227;169567.77;158659.12;10908.66;365206.48
taxi107;146453.64;141071.32;5382.33;319523.97
taxi228;218032.02;205940.04;12091.98;475643.04
taxi108;148586.63;139933.09;8653.54;337028.82
taxi229;204505.88;191174.6;13331.28;416114.04
taxi250;167997.9;153773.53;14224.37;330554.59
taxi134;257854.93;243532.97;14321.96;586548.1
taxi255;128355.94;122948.58;5407.36;267503.13
taxi135;110411.88;102108.56;8303.31;220829.25
taxi256;197140.05;190494.67;6645.39;453074.16
taxi136;162612.34;161246.58;1365.76;378788.04
taxi257;56970.27;54778.65;2191.62;102630.92
taxi137;78273.22;69147.23;9125.99;123109.22
taxi258;151330.76;141430.71;9900.06;291409.07
taxi130;178807.19;171102.43;7704.76;403926.24
taxi251;135937.46;130148.54;5788.91;339411.37
taxi131;280983.89;267588.49;13395.39;629855.99
taxi252;137697.82;124734.01;12963.82;295197.16
taxi132;98941.68;91608.02;7333.66;225686.46
taxi253;123401.56;120059.69;3341.87;309130.51
taxi133;177181.32;164426.14;12755.18;337725.18
taxi254;136286.7;131579.42;4707.28;321424.39
taxi138;125139.91;121823.98;3315.93;298466.79
taxi259;88483.38;86154.32;2329.06;186834.84
taxi139;150916.01;147911.26;3004.74;315120.63
taxi123;227164.56;212534.24;14630.32;500322.17
taxi244;144958.03;136485.9;8472.13;327511.93
taxi124;146516.84;136198.13;10318.71;286109.32
taxi245;176627.6;176355.29;272.31;411442.13
taxi125;113347.29;110218.55;3128.74;277925.56
taxi246;154271.73;151563.21;2708.52;361950.56
taxi126;70483.13;63910.28;6572.85;111640.53
taxi247;32868.09;31198.24;1669.86;91628.94
taxi240;151128.43;143671.31;7457.12;341973.75
taxi120;155079.06;145483.55;9595.52;286569.81
taxi241;125326.26;120096.99;5229.27;280388.26
taxi121;156812.38;149685.73;7126.66;342624.26
taxi242;96644.46;86051.97;10592.49;222561.61
taxi122;168362.92;148728.63;19634.29;277149.58
taxi243;86540.02;84256.06;2283.96;160117.05
taxi127;135300.24;129310.21;5990.03;325345.35
taxi248;106237.53;104483.45;1754.08;238153.51
taxi128;67551.42;64852.82;2698.6;148073.36
taxi249;141622.23;135617.42;6004.81;362016.78
taxi129;53821.87;50754.82;3067.05;118545.74
