RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;256.0;256.0;0.0
drt_1952;248.0;248.0;0.0
drt_1951;1115.0;1115.0;0.0
drt_1950;130.0;130.0;0.0
drt_1949;238.0;238.0;0.0
drt_1948;578.0;578.0;0.0
drt_1947;543.0;543.0;0.0
drt_1946;500.0;495.0;5.0
drt_1945;881.0;702.0;179.0
drt_1944;921.0;754.0;167.0
drt_1943;39.0;39.0;0.0
drt_1942;330.0;330.0;0.0
drt_1941;758.0;757.0;1.0
drt_1940;44.0;44.0;0.0
drt_1939;907.0;906.0;1.0
drt_1938;657.0;657.0;0.0
drt_1937;1074.0;1074.0;0.0
drt_1936;219.0;219.0;0.0
drt_1935;338.0;338.0;0.0
drt_1934;856.0;565.0;291.0
drt_1933;1107.0;1104.0;3.0
drt_1932;218.0;218.0;0.0
drt_1975;1020.0;908.0;112.0
drt_1974;260.0;260.0;0.0
drt_1973;1152.0;1152.0;0.0
drt_1972;633.0;631.0;2.0
drt_1971;150.0;150.0;0.0
drt_1970;781.0;781.0;0.0
drt_1969;1087.0;1086.0;1.0
drt_1968;347.0;349.0;-2.0
drt_1967;352.0;352.0;0.0
drt_1966;327.0;327.0;0.0
drt_1965;1000.0;1000.0;0.0
drt_1964;1041.0;1041.0;0.0
drt_1963;214.0;214.0;0.0
drt_1962;1130.0;1069.0;61.0
drt_1961;307.0;302.0;5.0
drt_1960;474.0;474.0;0.0
drt_1959;963.0;963.0;0.0
drt_1958;25.0;25.0;0.0
drt_1957;737.0;737.0;0.0
drt_1956;943.0;943.0;0.0
drt_1955;645.0;645.0;0.0
drt_1954;176.0;176.0;0.0
drt_4190;779.0;779.0;0.0
drt_4192;907.0;855.0;52.0
drt_4191;779.0;608.0;171.0
drt_4194;589.0;589.0;0.0
drt_4193;348.0;350.0;-2.0
drt_4196;290.0;290.0;0.0
drt_4195;1040.0;699.0;341.0
drt_4198;452.0;452.0;0.0
drt_1909;540.0;540.0;0.0
drt_4197;130.0;130.0;0.0
drt_1908;763.0;761.0;2.0
drt_1907;821.0;821.0;0.0
drt_4199;193.0;193.0;0.0
drt_205;184.0;184.0;0.0
drt_1906;839.0;769.0;70.0
drt_206;116.0;118.0;-2.0
drt_1905;1161.0;1148.0;13.0
drt_203;821.0;821.0;0.0
drt_1904;404.0;373.0;31.0
drt_204;125.0;125.0;0.0
drt_1903;373.0;373.0;0.0
drt_201;547.0;297.0;250.0
drt_1902;813.0;813.0;0.0
drt_202;257.0;255.0;2.0
drt_1901;619.0;619.0;0.0
drt_1900;267.0;267.0;0.0
drt_200;351.0;351.0;0.0
drt_209;371.0;351.0;20.0
drt_207;70.0;70.0;0.0
drt_208;245.0;245.0;0.0
drt_216;695.0;692.0;3.0
drt_217;76.0;76.0;0.0
drt_214;321.0;321.0;0.0
drt_215;116.0;116.0;0.0
drt_212;663.0;661.0;2.0
drt_213;164.0;164.0;0.0
drt_210;885.0;883.0;2.0
drt_211;315.0;313.0;2.0
drt_1931;901.0;901.0;0.0
drt_1930;436.0;435.0;1.0
drt_218;148.0;148.0;0.0
drt_219;229.0;229.0;0.0
drt_4170;280.0;282.0;-2.0
