person;distance;unsharedDistance;distanceDetour;time;unsharedTime;timeDetour
additional_1989;6925.582558324349;4748.436038591509;1.458497598375281;989.0;394.0;2.510152284263959
additional_407;2889.825566526154;2889.825566526154;1.0;332.0;263.0;1.2623574144486691
additional_1689;15456.631034370892;5560.64979890944;2.7796447525615195;1683.0;429.0;3.923076923076923
additional_155;10587.513344289555;4172.463202619141;2.5374731495878873;1450.0;294.0;4.931972789115647
additional_2151;12847.129220860279;5811.1622189624695;2.2107676118451254;1415.0;444.0;3.186936936936937
additional_1167;5633.025393467596;5633.025393467596;1.0;1076.0;344.0;3.127906976744186
additional_622;10085.574902792603;4007.4693668473565;2.5166941976469412;1306.0;352.0;3.710227272727273
additional_2169;8577.075054288847;3199.5952057549766;2.68067505503872;1464.0;268.0;5.462686567164179
additional_1008;4507.980647861247;4206.59322466351;1.0716464386027829;1110.0;235.0;4.723404255319149
additional_133;7518.117193556903;4270.702465577336;1.7603935779076956;1063.0;334.0;3.182634730538922
additional_520;12527.057555562656;4908.906889689685;2.5519036797934764;1430.0;365.0;3.9178082191780823
additional_444;11661.151758628077;4025.058738776777;2.8971382818060247;1610.0;324.0;4.969135802469136
additional_557;6889.3821995807975;2955.9296384057343;2.3306989821640514;1094.0;206.0;5.310679611650485
additional_1725;12539.819146259693;5145.939593558117;2.4368376111444285;1405.0;335.0;4.1940298507462686
additional_210;5457.0126352028565;3183.4683438513966;1.7141721059493558;978.0;257.0;3.8054474708171204
additional_1061;7780.841616873225;2872.52632325904;2.7087102923552773;1059.0;198.0;5.348484848484849
additional_639;8112.105257477129;3241.3517791280674;2.5026920279721407;1119.0;284.0;3.9401408450704225
additional_2269;2616.4873408624762;2616.4873408624762;1.0;855.0;222.0;3.8513513513513513
additional_925;4791.741678070538;4791.741678070538;1.0;855.0;355.0;2.408450704225352
additional_1707;12758.909197142157;4942.062635779703;2.581697185456493;1557.0;398.0;3.9120603015075375
additional_1080;7947.556677524539;5570.344236785075;1.4267622142705265;1500.0;484.0;3.0991735537190084
additional_1125;9822.404756034695;7346.542088469403;1.337010615028154;1134.0;473.0;2.397463002114165
additional_1776;8920.976024754873;4021.3024542316098;2.218429507924067;1097.0;282.0;3.8900709219858154
additional_1793;13309.28843292601;6279.328144601963;2.1195402002310337;1670.0;373.0;4.477211796246649
additional_1225;14952.961201717126;6276.319458875432;2.3824410627429;1467.0;323.0;4.541795665634675
additional_643;8860.302075616792;3056.2489083163264;2.8990773793021627;1090.0;213.0;5.117370892018779
additional_589;14634.002640771305;5232.664917923209;2.796663434466465;1500.0;401.0;3.7406483790523692
additional_286;2959.6983945746565;2959.6983945746565;1.0;444.0;334.0;1.3293413173652695
additional_1463;13437.408700854245;7936.603574658686;1.6930930938467745;1519.0;430.0;3.5325581395348835
additional_374;7411.378795922059;4536.676388302294;1.6336582470444911;1099.0;353.0;3.1133144475920678
additional_1279;7797.782383117427;5745.175499724696;1.3572748793298117;791.0;330.0;2.396969696969697
additional_813;4200.30742789385;3770.1964875608246;1.114081836782807;732.0;305.0;2.4
additional_1529;10906.611375902376;5278.292959597013;2.066314139701536;1419.0;494.0;2.8724696356275303
additional_2312;6796.044413646006;3449.1257427167156;1.9703672526282208;1117.0;298.0;3.748322147651007
additional_482;7841.404468388192;4813.320446962487;1.6291050128059974;1142.0;299.0;3.819397993311037
additional_1419;10337.505887296347;5502.661504756468;1.8786374336056593;1349.0;326.0;4.138036809815951
additional_1820;3304.2473920547072;2277.497404264054;1.4508237795873298;898.0;229.0;3.921397379912664
additional_1627;3035.1225345423522;3035.1225345423522;1.0;904.0;211.0;4.2843601895734595
additional_1534;9926.502826867485;5731.109836054843;1.7320384900703019;1694.0;378.0;4.481481481481482
additional_81;4895.221043900821;3528.5206130980387;1.38732958671958;917.0;243.0;3.7736625514403292
additional_1549;3631.994970657001;3889.4338496913606;0.9338107063950224;382.0;265.0;1.441509433962264
additional_1475;7065.691390324536;4678.147925991711;1.5103608312742043;1066.0;339.0;3.144542772861357
additional_1406;9671.862807875408;4860.413532938412;1.9899259069892736;1184.0;394.0;3.00507614213198
additional_1573;6763.546131122371;2560.877629030172;2.641104773789518;980.0;181.0;5.414364640883978
additional_1046;10623.029145017308;6204.582501489483;1.7121263425004223;1526.0;454.0;3.3612334801762116
additional_1411;6738.060171841714;4545.535888690902;1.4823467104518344;984.0;338.0;2.911242603550296
additional_425;6704.278148702361;2914.5286539795898;2.300295843565692;1148.0;250.0;4.592
additional_1831;3224.7028769552717;1936.8426237732901;1.6649276701031168;544.0;180.0;3.022222222222222
additional_477;11757.790387768306;3870.3199889653456;3.0379375403819053;1004.0;242.0;4.148760330578512
additional_1094;6207.528968916907;2338.467367103619;2.654528797896134;1366.0;212.0;6.443396226415095
additional_818;2200.2308469010586;2200.2308469010586;1.0;255.0;167.0;1.526946107784431
additional_1807;6441.574564839293;5402.760707927412;1.1922746375547673;713.0;398.0;1.7914572864321607
additional_1192;1650.6972120296705;1650.6972120296705;1.0;381.0;137.0;2.781021897810219
additional_680;14005.503434339558;4849.485524458226;2.8880390226351325;1267.0;342.0;3.7046783625730995
additional_586;11022.697747673741;4051.3450324112273;2.7207501853065805;1512.0;355.0;4.259154929577464
additional_1056;5797.898018901718;3664.1305353977987;1.5823393743455338;1203.0;298.0;4.0369127516778525
additional_260;11251.430386222211;5350.730128433862;2.102784127801912;1098.0;310.0;3.541935483870968
additional_2150;6615.709072967189;3206.59184431954;2.0631590779746047;1471.0;229.0;6.423580786026201
additional_178;11557.208395212605;7877.672739067315;1.4670840967913745;1397.0;406.0;3.4408866995073892
