runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m;7 pax distance_m;8 pax distance_m
NA;0;2645395.24;11554325.77;11531867.31;8041554.69;4158498.91;1541190.49;364874.7;56670.71;10755.35
