vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi79;69970.49;69767.64;202.85;179923.06
taxi81;154156.02;145968.72;8187.3;331423.4
taxi80;251347.84;234559.23;16788.61;543253.48
taxi83;193286.24;179078.71;14207.52;410600.54
taxi82;123389.34;112670.44;10718.9;221448.82
taxi85;183253.24;174451.99;8801.25;462520.53
taxi84;112419.64;106922.48;5497.16;263605.62
taxi87;206682.31;192041.73;14640.58;452355.72
taxi86;218424.8;201982.26;16442.55;460829.68
taxi89;82258.18;79162.76;3095.41;219110.5
taxi88;89583.56;83722.77;5860.79;232455.96
taxi90;139580.04;129789.79;9790.25;287568.21
taxi92;205650;196466;9184;420405.31
taxi91;168881.31;150443.52;18437.79;336558.18
taxi94;203406.79;185260.4;18146.4;407703.24
taxi93;215283.08;196901.52;18381.56;448790.66
taxi96;181353.18;164242.9;17110.28;377041.41
taxi95;288400.23;265616.69;22783.54;565181.14
taxi98;155377.56;146005.48;9372.08;396770.68
taxi97;120737.34;120313.73;423.61;248090.82
taxi99;237558.64;208408.61;29150.03;468924.22
taxi36;184291.39;169309.01;14982.38;305130.91
taxi35;168336.56;142252.78;26083.78;303790.44
taxi38;131737.18;121065.15;10672.03;265052.66
taxi37;248156.64;233512.91;14643.73;523607.31
taxi39;124526.83;123779.35;747.48;253227.61
taxi192;160124.3;145999.58;14124.72;341958.77
taxi193;205011.9;198010.27;7001.63;458978.47
taxi194;163243.46;153959.13;9284.33;370207.77
taxi195;183122.04;182191.78;930.26;454320.49
taxi190;174323.19;156545.45;17777.73;364771.44
taxi191;164293.09;157849.82;6443.28;355792.61
taxi196;158125.38;144920.05;13205.33;343666.88
taxi197;225532.05;211227.9;14304.15;507849.6
taxi198;234460.29;214534.87;19925.42;494754.7
taxi199;179064.04;173725.69;5338.35;423960.63
taxi41;147162.53;145483.32;1679.21;354665.8
taxi40;218163.02;206761.42;11401.6;461626.18
taxi43;155429.54;149480.22;5949.32;359131.13
taxi42;255355.01;246242.51;9112.5;656274.85
taxi45;141369.52;121148.91;20220.61;255734.34
taxi44;246860.48;223148.81;23711.67;504714.53
taxi47;157054.61;150868.96;6185.65;339347.05
taxi46;137718.99;128097.07;9621.92;288174.92
taxi49;236403.5;218183.65;18219.85;508201.38
taxi48;176231.13;155545.05;20686.07;304581.68
taxi181;172578.81;167562.21;5016.6;396568.91
taxi182;196974.17;184019.81;12954.35;438889.1
taxi183;230282.67;216629.67;13653;487333.59
taxi184;197727.53;181115.87;16611.66;413205.49
taxi180;145869.56;137913.61;7955.95;320175.17
taxi189;334338.42;308440.45;25897.97;735611.88
taxi185;207678.52;195898.45;11780.07;480984.64
taxi186;187466.46;171691.98;15774.48;386066.99
taxi187;166665;157525.58;9139.41;331606.84
taxi188;243992.3;228922.51;15069.79;559357.23
taxi50;180397.34;164984.4;15412.94;394772.82
taxi52;264669.61;250484.77;14184.84;627381.01
taxi51;225699.58;207852.06;17847.52;462196.64
taxi54;203101.69;192122.68;10979.01;423400.97
taxi53;258812.28;251910.02;6902.27;661500.28
taxi56;172541.62;168861.17;3680.45;344975.13
taxi55;167744.98;159434.91;8310.07;397769.9
taxi58;209015.23;199523.53;9491.69;473653.58
taxi57;201601.84;184658.58;16943.27;419617.7
taxi59;244444.52;221836.6;22607.92;577345.08
taxi61;247333.97;232022.98;15310.99;542012.02
taxi60;237812.82;212088.95;25723.88;494301.55
taxi63;199724.02;187930.77;11793.25;436172.71
taxi62;68569.11;60940.5;7628.6;135170.44
taxi65;203708.49;190702.85;13005.63;461470.24
taxi64;132663.54;124639.41;8024.13;274367.54
taxi67;89286.71;79725.1;9561.61;148239.94
taxi66;108422.51;101977.46;6445.06;218371.29
taxi69;196699.38;187960.43;8738.95;421558.23
taxi68;231508.42;221488.92;10019.5;493739.89
taxi70;137747.93;128105.76;9642.17;320691.71
taxi72;261011.99;246826.98;14185.01;541839.31
taxi71;225133.8;200666.83;24466.97;397508.89
taxi74;169217.35;156222.14;12995.21;390889.75
taxi73;149902.88;137159.92;12742.96;274377.59
taxi76;218862.65;202479.72;16382.93;532778.59
taxi75;264282.19;245845.9;18436.3;591155.27
