RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;334.0;336.0;-2.0
drt_1952;574.0;503.0;71.0
drt_1951;468.0;468.0;0.0
drt_1950;332.0;332.0;0.0
drt_1949;301.0;303.0;-2.0
drt_1948;836.0;836.0;0.0
drt_1947;830.0;829.0;1.0
drt_1946;1151.0;1054.0;97.0
drt_1945;36.0;36.0;0.0
drt_1944;860.0;860.0;0.0
drt_1943;509.0;509.0;0.0
drt_1942;41.0;41.0;0.0
drt_1941;565.0;565.0;0.0
drt_1940;439.0;439.0;0.0
drt_1939;475.0;475.0;0.0
drt_1938;920.0;920.0;0.0
drt_1937;786.0;786.0;0.0
drt_1936;769.0;769.0;0.0
drt_1935;1113.0;1113.0;0.0
drt_1934;249.0;251.0;-2.0
drt_1933;766.0;765.0;1.0
drt_1932;980.0;975.0;5.0
drt_1975;216.0;216.0;0.0
drt_1974;972.0;972.0;0.0
drt_1973;856.0;856.0;0.0
drt_1972;1053.0;986.0;67.0
drt_1971;1089.0;1089.0;0.0
drt_1970;313.0;313.0;0.0
drt_1969;1059.0;1059.0;0.0
drt_1968;449.0;449.0;0.0
drt_1967;401.0;403.0;-2.0
drt_1966;1196.0;1196.0;0.0
drt_1965;919.0;919.0;0.0
drt_1964;767.0;510.0;257.0
drt_1963;1032.0;1032.0;0.0
drt_1962;78.0;78.0;0.0
drt_1961;980.0;897.0;83.0
drt_1960;731.0;731.0;0.0
drt_1959;480.0;480.0;0.0
drt_1958;287.0;286.0;1.0
drt_1957;368.0;368.0;0.0
drt_1956;665.0;665.0;0.0
drt_1955;950.0;828.0;122.0
drt_1954;663.0;663.0;0.0
drt_4190;731.0;731.0;0.0
drt_4192;681.0;574.0;107.0
drt_4191;511.0;511.0;0.0
drt_4194;730.0;730.0;0.0
drt_4193;147.0;149.0;-2.0
drt_4196;107.0;107.0;0.0
drt_4195;1182.0;739.0;443.0
drt_4198;270.0;270.0;0.0
drt_1909;525.0;525.0;0.0
drt_4197;470.0;381.0;89.0
drt_1908;324.0;324.0;0.0
drt_1907;410.0;410.0;0.0
drt_4199;186.0;186.0;0.0
drt_205;173.0;173.0;0.0
drt_1906;536.0;465.0;71.0
drt_206;116.0;118.0;-2.0
drt_1905;1153.0;1153.0;0.0
drt_203;155.0;155.0;0.0
drt_1904;798.0;798.0;0.0
drt_204;96.0;96.0;0.0
drt_1903;1162.0;1162.0;0.0
drt_201;536.0;286.0;250.0
drt_1902;7.0;7.0;0.0
drt_202;181.0;181.0;0.0
drt_1901;186.0;186.0;0.0
drt_1900;907.0;907.0;0.0
drt_200;488.0;488.0;0.0
drt_209;360.0;340.0;20.0
drt_207;70.0;70.0;0.0
drt_208;355.0;355.0;0.0
drt_216;935.0;477.0;458.0
drt_217;634.0;442.0;192.0
drt_214;321.0;321.0;0.0
drt_215;176.0;176.0;0.0
drt_212;121.0;121.0;0.0
drt_213;164.0;164.0;0.0
drt_210;297.0;297.0;0.0
drt_211;239.0;239.0;0.0
drt_1931;1135.0;997.0;138.0
drt_1930;485.0;485.0;0.0
drt_218;409.0;409.0;0.0
drt_219;229.0;229.0;0.0
drt_4170;213.0;213.0;0.0
drt_4172;1024.0;539.0;485.0
drt_220;107.0;107.0;0.0
drt_4171;903.0;435.0;468.0
drt_4174;255.0;255.0;0.0
drt_4173;61.0;61.0;0.0
drt_4176;318.0;318.0;0.0
drt_4175;509.0;434.0;75.0
drt_4178;816.0;482.0;334.0
drt_1929;956.0;955.0;1.0
drt_4177;286.0;286.0;0.0
drt_227;320.0;320.0;0.0
drt_1928;1101.0;414.0;687.0
drt_228;400.0;400.0;0.0
drt_1927;495.0;495.0;0.0
drt_4179;1124.0;837.0;287.0
drt_225;637.0;255.0;382.0
drt_1926;219.0;221.0;-2.0
drt_226;439.0;439.0;0.0
drt_1925;283.0;283.0;0.0
drt_223;97.0;99.0;-2.0
drt_1924;568.0;568.0;0.0
drt_224;1042.0;881.0;161.0
drt_1923;1040.0;514.0;526.0
drt_221;207.0;207.0;0.0
drt_1922;898.0;827.0;71.0
drt_222;392.0;392.0;0.0
drt_1921;393.0;393.0;0.0
drt_1920;825.0;825.0;0.0
drt_229;694.0;694.0;0.0
drt_4181;511.0;510.0;1.0
drt_4180;445.0;445.0;0.0
drt_230;113.0;113.0;0.0
drt_4183;1035.0;1013.0;22.0
drt_231;84.0;84.0;0.0
drt_4182;137.0;137.0;0.0
drt_4185;360.0;360.0;0.0
drt_4184;167.0;167.0;0.0
drt_4187;273.0;275.0;-2.0
drt_4186;290.0;290.0;0.0
drt_1919;516.0;516.0;0.0
drt_4189;449.0;449.0;0.0
drt_1918;1006.0;1006.0;0.0
drt_4188;256.0;256.0;0.0
drt_238;515.0;234.0;281.0
drt_1917;671.0;666.0;5.0
drt_239;635.0;415.0;220.0
drt_1916;751.0;674.0;77.0
drt_236;406.0;205.0;201.0
