runId,iteration,rides,wait_average,wait_max,wait_p95,wait_p75,wait_median,percentage_WT_below_10,percentage_WT_below_15,inVehicleTravelTime_mean,distance_m_mean,directDistance_m_mean,totalTravelTime_mean,fareAllReferences_mean,rejections,rejectionRate
NA,0,10000,520.58,1253,1120,796,466,60.63,82.02,853.19,8503.42,4898.49,1373.77,2.19,0,0
