vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi79;50990.44;48623.31;2367.13;116653.53
taxi81;145913.73;138971.15;6942.58;277346.89
taxi80;182785.1;179228.81;3556.29;415974.89
taxi83;123741.34;115371.51;8369.83;293203.23
taxi82;99894.36;95489.72;4404.64;230406
taxi85;88574.15;85445.32;3128.83;205241.63
taxi84;150942.68;148245.94;2696.74;338008.38
taxi87;19559.17;19410.32;148.84;59305.53
taxi86;140699.38;137210.07;3489.31;353359.96
taxi89;168866.03;155713.35;13152.68;372031.1
taxi88;41394.07;39785.28;1608.79;103874.53
taxi90;183433.34;172107.22;11326.12;481396.81
taxi92;190561.34;179077.63;11483.7;422119.58
taxi91;31720.02;30520.14;1199.88;72567.16
taxi94;94860.53;92932.49;1928.04;219399.48
taxi93;70700.68;62436.45;8264.23;161156.63
taxi96;112934.06;107872.36;5061.7;241855.04
taxi95;65191.5;60734.53;4456.98;175486.61
taxi98;192040.12;181781.99;10258.13;453199.43
taxi97;109494.87;107448.19;2046.68;259231.58
taxi99;177013.57;167446.12;9567.45;436474.95
taxi211;53355.18;46476.69;6878.49;98575.88
taxi212;219225.84;203616.7;15609.14;461536.69
taxi213;214076.94;205762.38;8314.56;549189.29
taxi214;151018.64;144489.08;6529.56;322102.08
taxi210;165149.15;163974.06;1175.1;411436.11
taxi219;124186.12;122829.13;1356.99;244054.54
taxi215;87896.23;86630.08;1266.16;174906.36
taxi216;99494.57;94272.69;5221.89;254129.21
taxi217;140732.82;133181.42;7551.41;325565.8
taxi218;135092.03;121892.43;13199.6;295019.04
taxi200;88486.45;86972.06;1514.4;251193.7
taxi201;282359.3;248055.77;34303.53;631062.69
taxi202;124808.81;111962.63;12846.18;285572.11
taxi203;81246.68;79023.88;2222.79;206638
taxi208;120856.46;117529.19;3327.27;304846.02
taxi209;120483.37;118546.75;1936.61;299594.55
taxi204;122516.97;117248.87;5268.1;304010.89
taxi205;105379;105089.14;289.86;266852.08
taxi206;122983.89;116225.56;6758.33;236709.61
taxi207;128539.74;121015.43;7524.32;299424.9
taxi36;169891.92;164254.71;5637.21;421739.34
taxi35;88266.35;87388.74;877.61;210150.92
taxi38;125198.07;117871.68;7326.38;249859.51
taxi37;156462.81;140341.53;16121.29;322456.38
taxi39;136873.52;130245.47;6628.05;248152.22
taxi192;125708.05;117053.41;8654.64;295763.08
taxi193;126035.4;120136.8;5898.6;296885.32
taxi194;176648.46;166294.66;10353.8;350259.16
taxi195;86743.68;75908.7;10834.99;207321.38
