runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m
NA;0;1972914.28;10662645.86;10384067.6;7794126.71;4588505.88;1822586.77;467757.44
