vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi79;72162.51;64470.35;7692.16;160467.52
taxi81;207683.17;197958.23;9724.94;521679.55
taxi80;144070.85;141183.39;2887.47;351397.52
taxi83;173009.91;169205.07;3804.84;445615.36
taxi82;144667.5;130801.37;13866.13;364441.74
taxi85;213683.31;199165.86;14517.45;535237.57
taxi84;151050.29;146807.72;4242.58;377203.05
taxi87;173771.07;166076.38;7694.69;380256.82
taxi86;253900;234007.08;19892.91;625723.79
taxi89;172303.81;154256.18;18047.63;297070.46
taxi88;96277.13;91919.17;4357.96;202065.26
taxi90;37445.12;37175.06;270.05;79754.69
taxi92;108421.4;102580.52;5840.88;261609.1
taxi91;125388.48;116004.68;9383.8;298704.44
taxi94;109758.14;108500.27;1257.87;284039.08
taxi93;142042.06;135931.49;6110.57;314268.99
taxi96;154274.43;142317.34;11957.09;356722.28
taxi95;69799.58;60141.88;9657.7;127892.67
taxi98;52569.65;49828.16;2741.5;110986.64
taxi97;91498.13;90313.81;1184.32;228958.8
taxi99;114285.57;108159.92;6125.65;244461.08
taxi211;225824.74;210529.63;15295.11;522572.41
taxi212;165138.67;146520.54;18618.13;345310.45
taxi213;158085.09;143185.71;14899.38;382047.25
taxi214;133100.96;129445.12;3655.84;264709.68
taxi210;95750.33;89471.63;6278.69;243200.2
taxi219;57495.7;48855.38;8640.32;136551.84
taxi215;127176.26;118954.39;8221.88;303272.85
taxi216;182235.89;171073.87;11162.02;431714.95
taxi217;277231.24;248375.5;28855.74;670187.46
taxi218;80700.48;77108.68;3591.8;232375.89
taxi200;132214.9;120260.5;11954.39;321699.39
taxi201;78288.72;74458.39;3830.33;173930.66
taxi202;166690.42;154613.99;12076.43;403042.73
taxi203;103104.54;98629.22;4475.32;198635.42
taxi208;188713.85;186520.81;2193.04;444274.1
taxi209;220488.33;203176.45;17311.87;503003.86
taxi204;168117.35;154469.61;13647.74;339547.71
taxi205;151243.65;141244.36;9999.29;319559.43
taxi206;127984.8;119471.29;8513.51;302713.85
taxi207;191036.71;183198.63;7838.08;504289.13
taxi36;155389.57;144683.07;10706.5;377228.44
taxi35;41742.38;36709.43;5032.95;91549.76
taxi38;160139.25;149624.92;10514.34;343243.3
taxi37;251022.08;235648.93;15373.14;634115.86
taxi39;171121.36;159417.17;11704.2;424808.53
taxi192;189348.39;170671.03;18677.36;341107.27
taxi193;160299.36;153692.44;6606.92;439300.03
taxi194;93215.07;89274.13;3940.94;229787.07
taxi195;40937.68;39431.36;1506.32;132283.91
taxi190;164206.26;155970.11;8236.15;391152.76
taxi191;61680.48;59345.85;2334.63;154146.94
taxi196;74090.38;70879.76;3210.61;165397.6
taxi197;285920.62;265536.62;20384.01;612131.97
taxi198;113382.56;106738.91;6643.66;249448.63
taxi199;238688.72;216003.41;22685.31;516896.93
taxi41;160368.82;151815.62;8553.2;359144.06
taxi40;83875.11;78672.88;5202.23;224961.83
taxi43;89930.4;88771.57;1158.83;205816.8
taxi42;176635.34;168116.02;8519.31;410602.27
taxi45;296079.3;274099.09;21980.21;665489.33
taxi44;122596.72;114097.39;8499.33;236077.39
taxi47;113613.43;112271.42;1342.01;288546.44
taxi46;129661.03;119528.61;10132.42;297569.24
taxi49;66368.45;59351.93;7016.52;153097.71
taxi48;93266.45;86950.53;6315.92;201037.53
taxi181;51593.21;44713.91;6879.3;118204.64
taxi182;129571.23;117956.12;11615.11;223219.76
taxi183;151057.58;146784.99;4272.59;393458.27
taxi184;211843.57;194994.08;16849.49;479670.19
taxi180;232597.38;220201.11;12396.28;544361.03
taxi189;126907.27;125824.24;1083.02;333521.32
taxi185;152819.24;149628.41;3190.83;417605.37
taxi186;117283.06;114783.94;2499.12;287056.65
taxi187;151049.61;145846.18;5203.43;409465.14
taxi188;98509.8;96349.86;2159.94;185429.55
taxi50;70475.28;64880.54;5594.74;135733.26
taxi52;158705.72;148623.6;10082.12;372097.06
taxi51;92577.72;87399.71;5178.01;234817.6
taxi54;106978.64;98722.43;8256.21;286272.74
taxi53;95029.96;90322.34;4707.62;212666.02
taxi56;183425.97;178393.43;5032.54;485591.53
taxi55;267687.05;253637.72;14049.32;658959.33
taxi58;203017.4;187302.66;15714.74;425005.63
taxi57;160741.69;154612.16;6129.53;443303.65
taxi59;42926.52;37117.71;5808.81;93698.9
taxi61;60356.69;58489.15;1867.54;124252.22
taxi60;145157.37;136560.28;8597.1;315465.67
taxi63;161811.98;149688.19;12123.79;332764.34
taxi62;149772.14;129546.66;20225.48;367493.03
taxi65;400989.47;378759.83;22229.64;877854.67
taxi64;96726.52;93923.29;2803.24;279972.04
taxi67;47170.09;43317.21;3852.88;79638.54
taxi66;85534.96;80976.33;4558.62;167620.26
taxi69;159153.66;147120.51;12033.15;313989.96
taxi68;197515.78;192242.11;5273.66;492949.9
taxi70;93447.57;90536.88;2910.69;209114.74
taxi72;118132.07;115513.33;2618.73;272793.64
taxi71;120621.39;114165.04;6456.35;283832.06
taxi74;191995.41;181046.91;10948.5;444121.13
taxi73;129043.09;124843.72;4199.37;304830.25
taxi76;146738.14;142729.63;4008.51;378346.23
taxi75;156324.42;142895.68;13428.74;373046.74
taxi78;146672.02;128079.87;18592.14;313545.59
taxi77;166842.13;158921.38;7920.75;397104.11
taxi150;75809.21;73416.53;2392.68;157251.07
taxi151;58790.12;57665.29;1124.83;117345.94
taxi156;150714.46;140880.33;9834.13;355754.62
taxi157;157609.69;151266.6;6343.09;403625.75
taxi158;144858.81;143204.39;1654.43;352718.28
taxi159;83754.08;81084.07;2670.01;175365.53
taxi152;202035.15;194537.52;7497.63;449059.95
taxi153;245218.55;233760.4;11458.15;607778.67
taxi154;164431.9;159309.72;5122.18;373401
taxi155;233919.83;230612.13;3307.7;557199.16
taxi140;104401.06;99975.28;4425.77;251400.4
taxi145;253375.51;231935.99;21439.53;590038.2
taxi146;165290.85;151736.35;13554.49;326044.73
taxi147;153258.09;147817.94;5440.15;414840.09
taxi148;114340.43;108832.24;5508.19;330223.07
taxi141;96950.82;95474.69;1476.13;246329.39
taxi142;109742.57;103742.8;5999.78;246602.62
taxi143;202954.33;193236.67;9717.66;494811.78
taxi144;153656.66;152446.7;1209.96;354609.91
taxi10;113451.56;112546.66;904.9;289121.4
taxi149;195103.18;192878.04;2225.14;435716.52
taxi12;266727.44;240336.72;26390.72;636476.15
taxi11;200123.91;190146.89;9977.03;473507.65
taxi14;120347.15;109022.02;11325.13;243412.17
taxi13;129348.67;123712.97;5635.7;343310.75
taxi0;193083.31;176065.61;17017.71;409599.12
taxi16;190485.43;181977.19;8508.24;433458.38
taxi1;205978.97;194567.2;11411.76;450979.17
taxi15;135026.69;134133.35;893.34;310699.32
taxi2;312282.19;277446.77;34835.42;666692.57
taxi18;124065.53;113944.99;10120.53;230289.36
taxi3;63513.36;62470.6;1042.77;179580.82
taxi17;247313.34;220789.07;26524.27;555642.22
taxi4;147042.77;135162.25;11880.52;388249.5
taxi5;310144.39;284690.53;25453.86;613228.7
taxi19;97253.21;85112.42;12140.78;195374.39
taxi6;74417.29;70426.25;3991.04;182823.6
taxi170;183767.54;175735.03;8032.52;440984.3
taxi7;138847.47;118415.12;20432.35;271951.9
taxi171;202676.14;178140.24;24535.9;467738.31
taxi8;112911.84;105464.23;7447.61;265645.23
taxi172;239871.81;210066.81;29804.99;518285.2
taxi9;250564.74;229027.44;21537.31;543838.44
taxi173;114873.75;107463.96;7409.79;251672
taxi178;276897.38;259394.19;17503.19;647705.48
taxi179;62267.29;57187.37;5079.92;157484.25
taxi174;209054.95;183762.78;25292.17;410279.99
taxi175;167463.8;160132.12;7331.68;381207.43
taxi176;123570.41;116680.37;6890.04;249690.68
taxi177;163104.89;158758.58;4346.31;373404.19
taxi21;158439.14;153510.49;4928.65;407239.48
taxi20;189476.55;176809.4;12667.14;435742.4
taxi23;216709.61;199477.91;17231.7;544461.08
taxi22;31021.78;29581.38;1440.39;67617.96
taxi25;108637.2;103708.86;4928.34;318004.18
taxi24;169989.4;164394.77;5594.63;456124.66
taxi27;60538.99;55489.42;5049.57;163117.51
taxi26;221057.28;207876.16;13181.12;563235.19
taxi29;84034.89;80062.97;3971.92;185141.93
taxi28;78263.18;72323.08;5940.11;155918.77
taxi160;247193.27;232144.57;15048.7;573780.48
taxi161;211284.62;189265.35;22019.27;410100.83
taxi162;167416.1;164421.47;2994.63;388978.17
taxi167;242892.19;233633.55;9258.64;552726.21
taxi168;177167.25;165051.98;12115.27;412548.85
taxi169;214800.66;198668.51;16132.15;469766.63
taxi163;176638.68;171151.2;5487.48;399221.14
taxi164;167015.87;152061.4;14954.47;374515.76
taxi165;171457.25;161848.26;9608.99;401023.68
taxi166;197529.12;179878.9;17650.23;422823.54
taxi30;106897.41;100594.87;6302.54;209424.64
taxi32;218117.15;208793.51;9323.64;546368.98
