vehicleId;drivenDistance_m;occupiedDistance_m;emptyDistance_m;passengerDistanceTraveled_pm
taxi31;234663.19;227857.05;6806.13;578998.81
taxi34;246596.85;224702.58;21894.28;544867.98
taxi33;87184.56;84913.22;2271.34;202755.54
taxi112;159289.92;153970.21;5319.71;401814.79
taxi233;111059.38;106620.73;4438.65;218267.28
taxi113;108801.19;104411.77;4389.42;259556.47
taxi234;102576.59;99432.5;3144.09;243654.9
taxi114;158709.82;156454.74;2255.08;394419.98
taxi235;90649.64;78358.63;12291;179990.53
taxi115;148833.58;139338.98;9494.6;371015.78
taxi236;199365.88;188374.68;10991.2;455826.24
taxi230;144836.92;140856.69;3980.23;347458.25
taxi110;130552.38;125321.03;5231.35;274314.89
taxi231;81715.11;73930.88;7784.22;178669.95
taxi111;213134.88;193263.6;19871.28;464268.27
taxi232;109386.59;104810.08;4576.5;261661.58
taxi116;220320.22;213332.75;6987.47;519901.99
taxi237;103596.19;101273.12;2323.07;253896.35
taxi117;174502.59;168982.5;5520.1;381925.03
taxi238;117161.86;106387.87;10774;248333.46
taxi118;194920.83;186331.92;8588.91;487266.3
taxi239;188204.83;174083.97;14120.86;459572.97
taxi119;103229.05;93581.75;9647.3;185435.99
taxi101;214638.37;197531.12;17107.25;429820.29
taxi222;183778.18;173705.21;10072.97;432929.21
taxi102;203483.36;196868.89;6614.47;445931.2
taxi223;114212.58;104359.87;9852.71;233198.33
taxi103;326330.96;315780.44;10550.52;782336.89
taxi224;203182.03;188692.99;14489.04;503383.66
taxi104;74939.75;66815.51;8124.23;192460.63
taxi225;245639.08;239310.92;6328.16;534848.7
taxi220;72606.12;68866.76;3739.36;112780.11
taxi100;178923.04;174625.94;4297.1;495542.24
taxi221;126672.46;116816.36;9856.1;268518.98
taxi109;160316.56;149117.16;11199.39;341764.44
taxi105;191293.76;181983.96;9309.8;414780.84
taxi226;170950.98;165767.72;5183.27;416875.3
taxi106;174421.97;161777.14;12644.83;404579.2
taxi227;85029.78;77596.05;7433.73;171792.33
taxi107;119007.62;107245.96;11761.66;270060.38
taxi228;139707.44;135322.15;4385.3;325497.19
taxi108;152002.54;151312.2;690.34;331741.63
taxi229;233163;207725.1;25437.9;463482.96
taxi134;197183.15;187615.03;9568.12;471244.16
taxi135;297037.46;275080.12;21957.33;730695.35
taxi136;292789.09;269454.21;23334.89;611770.44
taxi137;247967.56;227068.23;20899.33;538148.45
taxi130;147041.39;133760.85;13280.53;294000.36
taxi131;157142.9;151625.48;5517.42;390971.62
taxi132;181758.89;174660.36;7098.53;421625.44
taxi133;147091.82;138279.14;8812.68;332393.72
taxi138;170394.77;165601.08;4793.68;367750.17
taxi139;114265.06;105109.02;9156.04;237341.62
taxi123;125700.61;120526.7;5173.92;315122.65
taxi244;293235.55;281929.48;11306.07;691853.3
taxi124;119405.79;110687.77;8718.02;309433.21
taxi245;155875.92;148631.45;7244.48;397235.13
taxi125;101815.37;90294.98;11520.4;255439.8
taxi246;131983.86;116575.66;15408.2;291451.21
taxi126;164387.66;154397.99;9989.67;391457.21
taxi247;226592.83;209888.94;16703.89;487833.05
taxi240;110592.55;109605.64;986.91;227163.08
taxi120;105699.04;99703.03;5996.02;266884.5
taxi241;18356.28;17026.63;1329.65;51132.9
taxi121;79187.4;78240.22;947.17;235992.68
taxi242;139205.29;128173.53;11031.75;296158.32
taxi122;69339.27;68187.37;1151.89;156773.69
taxi243;98675.55;87335.05;11340.5;215115.97
taxi127;263175.59;258003.66;5171.93;587274.88
taxi248;75866.87;74455.94;1410.92;164033.77
taxi128;142108.52;135903.38;6205.14;312484.56
taxi249;84127.1;70589.82;13537.28;175605.13
taxi129;130654.28;120957.64;9696.64;277618.69
