RequestId;actualWaitTime;estimatedWaitTime;deviate
drt_1953;883.0;491.0;392.0
drt_1952;754.0;754.0;0.0
drt_1951;622.0;622.0;0.0
drt_1950;772.0;772.0;0.0
drt_1949;605.0;605.0;0.0
drt_1948;797.0;640.0;157.0
drt_1947;223.0;223.0;0.0
drt_1946;875.0;871.0;4.0
drt_1945;569.0;437.0;132.0
drt_1944;453.0;453.0;0.0
drt_1943;654.0;654.0;0.0
drt_1942;214.0;214.0;0.0
drt_1941;753.0;753.0;0.0
drt_1940;271.0;271.0;0.0
drt_1939;836.0;836.0;0.0
drt_1938;664.0;664.0;0.0
drt_1937;876.0;517.0;359.0
drt_1936;358.0;358.0;0.0
drt_1935;883.0;592.0;291.0
drt_1934;520.0;520.0;0.0
drt_1933;695.0;695.0;0.0
drt_1932;603.0;603.0;0.0
drt_1975;863.0;863.0;0.0
drt_1974;231.0;231.0;0.0
drt_1973;855.0;855.0;0.0
drt_1972;155.0;155.0;0.0
drt_1971;689.0;689.0;0.0
drt_1970;552.0;552.0;0.0
drt_1969;772.0;772.0;0.0
drt_1968;379.0;379.0;0.0
drt_1967;348.0;350.0;-2.0
drt_1966;615.0;615.0;0.0
drt_1965;577.0;575.0;2.0
drt_1964;849.0;457.0;392.0
drt_1963;520.0;520.0;0.0
drt_1962;195.0;195.0;0.0
drt_1961;474.0;474.0;0.0
drt_1960;319.0;319.0;0.0
drt_1959;827.0;549.0;278.0
drt_1958;347.0;347.0;0.0
drt_1957;517.0;517.0;0.0
drt_1956;158.0;158.0;0.0
drt_1955;155.0;155.0;0.0
drt_1954;142.0;142.0;0.0
drt_4190;247.0;247.0;0.0
drt_4192;82.0;82.0;0.0
drt_4191;719.0;719.0;0.0
drt_4194;862.0;569.0;293.0
drt_4193;895.0;683.0;212.0
drt_4196;76.0;76.0;0.0
drt_4195;172.0;172.0;0.0
drt_4198;693.0;693.0;0.0
drt_1909;340.0;340.0;0.0
drt_4197;843.0;703.0;140.0
drt_1908;720.0;720.0;0.0
drt_1907;827.0;827.0;0.0
drt_4199;197.0;199.0;-2.0
drt_205;173.0;173.0;0.0
drt_1906;778.0;778.0;0.0
drt_206;116.0;118.0;-2.0
drt_1905;71.0;71.0;0.0
drt_203;803.0;674.0;129.0
drt_1904;233.0;233.0;0.0
drt_204;125.0;125.0;0.0
drt_1903;840.0;840.0;0.0
drt_201;536.0;286.0;250.0
drt_1902;136.0;136.0;0.0
drt_202;127.0;127.0;0.0
drt_1901;287.0;287.0;0.0
drt_1900;746.0;744.0;2.0
drt_200;231.0;231.0;0.0
drt_209;360.0;340.0;20.0
drt_207;70.0;70.0;0.0
drt_208;245.0;245.0;0.0
drt_216;889.0;889.0;0.0
drt_217;76.0;76.0;0.0
drt_214;321.0;321.0;0.0
drt_215;176.0;176.0;0.0
drt_212;533.0;533.0;0.0
drt_213;164.0;164.0;0.0
drt_210;622.0;620.0;2.0
drt_211;185.0;185.0;0.0
drt_1931;399.0;399.0;0.0
drt_1930;373.0;373.0;0.0
drt_218;148.0;148.0;0.0
drt_219;229.0;229.0;0.0
drt_4170;96.0;96.0;0.0
drt_4172;756.0;422.0;334.0
drt_220;107.0;107.0;0.0
drt_4171;887.0;303.0;584.0
drt_4174;719.0;719.0;0.0
drt_4173;824.0;684.0;140.0
drt_4176;361.0;361.0;0.0
drt_4175;180.0;180.0;0.0
drt_4178;847.0;650.0;197.0
drt_1929;821.0;801.0;20.0
drt_4177;198.0;198.0;0.0
drt_227;320.0;320.0;0.0
drt_1928;709.0;373.0;336.0
drt_228;615.0;267.0;348.0
drt_1927;455.0;455.0;0.0
drt_4179;562.0;562.0;0.0
drt_225;255.0;255.0;0.0
drt_1926;147.0;147.0;0.0
drt_226;209.0;209.0;0.0
drt_1925;539.0;539.0;0.0
drt_223;97.0;99.0;-2.0
drt_1924;363.0;363.0;0.0
drt_224;884.0;881.0;3.0
drt_1923;408.0;408.0;0.0
drt_221;207.0;207.0;0.0
drt_1922;800.0;800.0;0.0
drt_222;131.0;131.0;0.0
drt_1921;705.0;705.0;0.0
drt_1920;869.0;869.0;0.0
drt_229;367.0;367.0;0.0
drt_4181;108.0;110.0;-2.0
drt_4180;328.0;328.0;0.0
drt_230;773.0;423.0;350.0
drt_4183;298.0;298.0;0.0
drt_231;84.0;84.0;0.0
drt_4182;403.0;403.0;0.0
drt_4185;243.0;243.0;0.0
drt_4184;725.0;392.0;333.0
drt_4187;390.0;390.0;0.0
drt_4186;624.0;544.0;80.0
drt_1919;821.0;821.0;0.0
drt_4189;783.0;703.0;80.0
drt_1918;638.0;638.0;0.0
drt_4188;542.0;402.0;140.0
drt_238;217.0;219.0;-2.0
drt_1917;664.0;664.0;0.0
drt_239;635.0;415.0;220.0
drt_1916;823.0;762.0;61.0
drt_236;295.0;295.0;0.0
drt_1915;495.0;495.0;0.0
drt_237;73.0;73.0;0.0
drt_1914;743.0;682.0;61.0
drt_234;93.0;93.0;0.0
drt_1913;841.0;841.0;0.0
drt_235;430.0;430.0;0.0
drt_1912;287.0;285.0;2.0
drt_232;599.0;599.0;0.0
drt_1911;455.0;455.0;0.0
drt_233;850.0;847.0;3.0
drt_1910;239.0;239.0;0.0
drt_4150;429.0;277.0;152.0
drt_5481;575.0;337.0;238.0
drt_5480;126.0;126.0;0.0
drt_4152;161.0;163.0;-2.0
drt_5483;305.0;305.0;0.0
drt_4151;345.0;345.0;0.0
drt_5482;288.0;288.0;0.0
drt_4154;102.0;102.0;0.0
drt_5485;679.0;475.0;204.0
drt_4153;840.0;837.0;3.0
drt_5484;331.0;331.0;0.0
drt_4156;862.0;710.0;152.0
