runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m
NA;0;2302942.38;10067888.94;10123282.22;8252009.02;4806941.76;2077832.21;567689.29
