runId;iteration;0 pax distance_m;1 pax distance_m;2 pax distance_m;3 pax distance_m;4 pax distance_m;5 pax distance_m;6 pax distance_m;7 pax distance_m;8 pax distance_m
NA;0;1700460.98;10470765.23;9746079.74;7628962.05;4375576.58;2000172.6;563958.96;112688.37;13299.55
