departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
18120.0;additional_1989;taxi168;6506;453546.6;5737484.4;4520;452806.81;5734626.91;185.0;19107.0;802.0;6925.58;4748.44;-2;19020;19911
18143.0;additional_407;taxi234;7625;452141.67;5734341.87;4148;453007.26;5735543.34;79.0;18485.0;263.0;2889.83;2889.83;-2;19043;19737.5
18157.0;additional_1689;taxi48;8030;455810.04;5738005.59;1866;452948.91;5734983.34;68.0;19511.0;1286.0;10458.83;5560.65;-2.04;19057;20000.5
18187.0;additional_155;taxi90;3218;453445.34;5732226.49;6408;452979.48;5735316.56;96.0;19218.0;935.0;8313.97;4172.46;-2;19087;19828
18200.0;additional_2151;taxi205;1789;456358.03;5731620.64;566;454101.01;5735442.67;138.0;19870.0;1532.0;14907.83;5811.16;-2.11;19100;20066
18225.0;additional_1167;taxi205;9702;454472.56;5730265.64;8000;454913.51;5734112.16;653.0;19283.0;405.0;5633.03;5633.03;-2;19125;19941
18259.0;additional_622;taxi168;9091;453470.54;5736686.01;8612;455337.36;5735122.59;239.0;19563.0;1065.0;10085.57;4007.47;-2;19159;19987
18289.0;additional_2169;taxi168;4908;454127.71;5736141.66;5306;455585.56;5734314.46;579.0;19751.0;883.0;8577.08;3199.6;-2;19189;19891
18306.0;additional_1008;taxi205;7245;454251.49;5731732.38;9768;454729.28;5734278.69;758.0;19398.0;334.0;4507.98;4206.59;-2;19206;19858.5
18317.0;additional_133;taxi168;8882;454163.99;5736928.46;6082;454401.45;5734350.34;378.0;19378.0;683.0;7518.12;4270.7;-2;19217;20018
18322.0;additional_520;taxi205;8285;456153.25;5732205.28;6009;453687.09;5735042.3;186.0;20007.0;1499.0;14587.75;4908.91;-2;19222;20069.5
18353.0;additional_444;taxi48;9076;453577.38;5736829.22;1149;454902.71;5735024.78;299.0;20032.0;1380.0;11555.9;4025.06;-2;19253;20039
18423.0;additional_557;taxi90;6470;453393.84;5733216.18;776;453189.59;5735443.83;141.0;19098.0;534.0;4615.84;2955.93;-2;19323;19932
18431.0;additional_1725;taxi10;5584;454133.06;5730949.56;3867;454335.06;5734584.46;61.0;19884.0;1392.0;14099.33;5145.94;-2;19331;20133.5
18432.0;additional_210;taxi90;4277;452918.18;5733260.24;7563;453404.94;5735399.87;302.0;18991.0;257.0;3183.47;3183.47;-2;19332;20017.5
18448.0;additional_1061;taxi162;10659;455096.79;5737226.59;561;453965;5735136.68;68.0;19591.0;1075.0;8296.03;2872.53;-2;19348;19945
